town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,公益財団法人　結核予防会　複十字病院,医療法人　啓仁会　吉祥寺南病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人社団　山斗会　山中病院,医療法人社団　時正会　佐々総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　永寿会　三鷹中央病院,医療法人財団　きよせ旭が丘記念病院,医療法人財団　緑秀会　田無病院,医療法人財団　荻窪病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,学校法人　順天堂　順天堂大学医学部附属練馬病院,独立行政法人　国立病院機構　東京病院,緑風荘病院
武蔵野市吉祥寺南町一丁目,武蔵野市吉祥寺南町一丁目,武蔵野市,吉祥寺南町一丁目,139.58021408812832,35.700761944025885,4.938019704243885,518.0,0.0,365.0,37.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺南町二丁目,武蔵野市吉祥寺南町二丁目,武蔵野市,吉祥寺南町二丁目,139.5841771630405,35.70210854108625,5.122871144456095,541.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,63.0
武蔵野市吉祥寺南町三丁目,武蔵野市吉祥寺南町三丁目,武蔵野市,吉祥寺南町三丁目,139.58704956235744,35.697544197279164,5.640625421281558,6622.0,0.0,6338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺南町四丁目,武蔵野市吉祥寺南町四丁目,武蔵野市,吉祥寺南町四丁目,139.58950686583265,35.70049325495788,5.617419897194755,4109.0,0.0,2900.0,84.0,78.0,124.0,0.0,0.0,334.0,0.0,0.0,589.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺南町五丁目,武蔵野市吉祥寺南町五丁目,武蔵野市,吉祥寺南町五丁目,139.59157754898553,35.70270277520482,5.635788483735081,488.0,0.0,374.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0
武蔵野市御殿山一丁目,武蔵野市御殿山一丁目,武蔵野市,御殿山一丁目,139.57265218508525,35.701078151932386,4.418061770012681,375.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0
武蔵野市御殿山二丁目,武蔵野市御殿山二丁目,武蔵野市,御殿山二丁目,139.5667712565677,35.7018913721177,3.99836239384193,574.0,0.0,0.0,158.0,32.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺本町一丁目,武蔵野市吉祥寺本町一丁目,武蔵野市,吉祥寺本町一丁目,139.58138093134903,35.70468964339519,4.749258277985764,169.0,0.0,64.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺本町二丁目,武蔵野市吉祥寺本町二丁目,武蔵野市,吉祥寺本町二丁目,139.576425027616,35.70555859575178,4.334277994839111,432.0,0.0,0.0,129.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺本町三丁目,武蔵野市吉祥寺本町三丁目,武蔵野市,吉祥寺本町三丁目,139.5701925494598,35.7044458387679,3.995210333534901,333.0,0.0,98.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺本町四丁目,武蔵野市吉祥寺本町四丁目,武蔵野市,吉祥寺本町四丁目,139.5724219191456,35.70761943573916,3.908939187841168,156.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺北町一丁目,武蔵野市吉祥寺北町一丁目,武蔵野市,吉祥寺北町一丁目,139.5775775217264,35.71025659354366,4.1186216067948225,681.0,0.0,559.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺北町二丁目,武蔵野市吉祥寺北町二丁目,武蔵野市,吉祥寺北町二丁目,139.57927028415816,35.71359580532848,4.072141992683526,878.0,0.0,318.0,162.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺北町三丁目,武蔵野市吉祥寺北町三丁目,武蔵野市,吉祥寺北町三丁目,139.57330703140835,35.71423833981285,3.561827897809496,542.0,0.0,64.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0
武蔵野市吉祥寺北町四丁目,武蔵野市吉祥寺北町四丁目,武蔵野市,吉祥寺北町四丁目,139.56724456377478,35.713992426862305,3.109924671821396,613.0,0.0,58.0,135.0,0.0,59.0,0.0,0.0,60.0,0.0,0.0,228.0,0.0,73.0,0.0,0.0
武蔵野市吉祥寺北町五丁目,武蔵野市吉祥寺北町五丁目,武蔵野市,吉祥寺北町五丁目,139.5696598715384,35.71808108408527,3.0740908107671396,349.0,0.0,86.0,212.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市中町一丁目,武蔵野市中町一丁目,武蔵野市,中町一丁目,139.56241278271128,35.70400145922822,3.571359758004492,265.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,96.0,0.0,83.0,44.0,0.0,0.0,0.0,0.0
武蔵野市中町二丁目,武蔵野市中町二丁目,武蔵野市,中町二丁目,139.56434332540235,35.706506815387236,3.465408585542308,556.0,0.0,85.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0
武蔵野市中町三丁目,武蔵野市中町三丁目,武蔵野市,中町三丁目,139.5663949693658,35.70973188639183,3.34225715871578,472.0,0.0,70.0,66.0,0.0,271.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市西久保一丁目,武蔵野市西久保一丁目,武蔵野市,西久保一丁目,139.55672429938403,35.70635417267733,3.065604033612108,504.0,0.0,0.0,390.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市西久保二丁目,武蔵野市西久保二丁目,武蔵野市,西久保二丁目,139.55808822267937,35.709291250881904,2.866610066655511,442.0,0.0,0.0,220.0,0.0,51.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市西久保三丁目,武蔵野市西久保三丁目,武蔵野市,西久保三丁目,139.56023687085457,35.7118368204259,2.7787596499124683,762.0,0.0,0.0,252.0,0.0,270.0,0.0,0.0,95.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0
武蔵野市緑町一丁目,武蔵野市緑町一丁目,武蔵野市,緑町一丁目,139.56104451753436,35.71449080912712,2.630404826264548,258.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,59.0,0.0,0.0,39.0,0.0,0.0
武蔵野市緑町二丁目,武蔵野市緑町二丁目,武蔵野市,緑町二丁目,139.56307249422386,35.717097162118776,2.6051644467127533,1357.0,0.0,0.0,733.0,0.0,167.0,97.0,0.0,230.0,0.0,0.0,51.0,0.0,79.0,0.0,0.0
武蔵野市緑町三丁目,武蔵野市緑町三丁目,武蔵野市,緑町三丁目,139.56465163971805,35.72011584513712,2.568731432940874,372.0,0.0,0.0,62.0,0.0,129.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0
武蔵野市八幡町一丁目,武蔵野市八幡町一丁目,武蔵野市,八幡町一丁目,139.5564001253619,35.71589831173697,2.214402050957599,254.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市八幡町二丁目,武蔵野市八幡町二丁目,武蔵野市,八幡町二丁目,139.55874037123652,35.71951692719812,2.130727071551342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市八幡町三丁目,武蔵野市八幡町三丁目,武蔵野市,八幡町三丁目,139.55269301810463,35.71709466098278,1.8866482267152505,394.0,52.0,55.0,106.0,49.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
武蔵野市八幡町四丁目,武蔵野市八幡町四丁目,武蔵野市,八幡町四丁目,139.55525045681867,35.71971551925317,1.8588164649065968,643.0,0.0,0.0,257.0,0.0,148.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,50.0
武蔵野市関前一丁目,武蔵野市関前一丁目,武蔵野市,関前一丁目,139.54850768587823,35.709173883557135,2.4521438995390006,57.0,27.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市関前二丁目,武蔵野市関前二丁目,武蔵野市,関前二丁目,139.55109390842014,35.71107255225903,2.35675176146532,486.0,0.0,0.0,153.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
武蔵野市関前三丁目,武蔵野市関前三丁目,武蔵野市,関前三丁目,139.55280843377713,35.71362011231828,2.196383561698019,503.0,0.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市関前四丁目,武蔵野市関前四丁目,武蔵野市,関前四丁目,139.54653884190034,35.713883727810625,1.899607878635885,496.0,0.0,67.0,317.0,0.0,63.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市関前五丁目,武蔵野市関前五丁目,武蔵野市,関前五丁目,139.5414639833583,35.711448904115706,2.0513618916401866,1020.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境一丁目,武蔵野市境一丁目,武蔵野市,境一丁目,139.54711046867214,35.70410816866808,2.950457185407188,1031.0,0.0,38.0,338.0,0.0,339.0,235.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
武蔵野市境二丁目,武蔵野市境二丁目,武蔵野市,境二丁目,139.54118958985353,35.704396221056136,2.829675056816392,325.0,0.0,69.0,69.0,0.0,0.0,117.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境三丁目,武蔵野市境三丁目,武蔵野市,境三丁目,139.54630768413037,35.70720310054522,2.599253664311834,210.0,0.0,0.0,141.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境四丁目,武蔵野市境四丁目,武蔵野市,境四丁目,139.54039615131774,35.708269403101674,2.395099235214051,474.0,0.0,0.0,421.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境五丁目,武蔵野市境五丁目,武蔵野市,境五丁目,139.5351020636713,35.70441710587644,2.8388162375547368,872.0,0.0,198.0,512.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0
武蔵野市境南町一丁目,武蔵野市境南町一丁目,武蔵野市,境南町一丁目,139.5485749536074,35.69878004660934,3.5571438910814104,757.0,46.0,0.0,243.0,0.0,123.0,0.0,0.0,66.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境南町二丁目,武蔵野市境南町二丁目,武蔵野市,境南町二丁目,139.5441988405165,35.699202754957255,3.433699130892342,578.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0
武蔵野市境南町三丁目,武蔵野市境南町三丁目,武蔵野市,境南町三丁目,139.54001141448472,35.69980354496722,3.3339168121834506,310.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境南町四丁目,武蔵野市境南町四丁目,武蔵野市,境南町四丁目,139.5359442655831,35.7003590975761,3.280494869360659,1031.0,0.0,69.0,391.0,0.0,162.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市境南町五丁目,武蔵野市境南町五丁目,武蔵野市,境南町五丁目,139.53859575118656,35.69654633115067,3.694354547142598,917.0,68.0,0.0,188.0,0.0,238.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
武蔵野市桜堤一丁目,武蔵野市桜堤一丁目,武蔵野市,桜堤一丁目,139.53538118384117,35.70908518084977,2.320666059684192,2171.0,0.0,0.0,1425.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0
武蔵野市桜堤二丁目,武蔵野市桜堤二丁目,武蔵野市,桜堤二丁目,139.5305916527596,35.710583651598974,2.2584572421018008,851.0,0.0,0.0,680.0,0.0,88.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
武蔵野市桜堤三丁目,武蔵野市桜堤三丁目,武蔵野市,桜堤三丁目,139.5275423527693,35.71511397662368,1.9205900306845092,2193.0,0.0,58.0,2135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市下連雀一丁目,三鷹市下連雀一丁目,三鷹市,下連雀一丁目,139.57005682481287,35.695049903562484,4.782149818566555,721.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0
三鷹市下連雀二丁目,三鷹市下連雀二丁目,三鷹市,下連雀二丁目,139.56678653820853,35.69595834305783,4.5298812679090155,1543.0,0.0,268.0,0.0,0.0,0.0,102.0,0.0,1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市下連雀三丁目,三鷹市下連雀三丁目,三鷹市,下連雀三丁目,139.5624106393071,35.69978421732513,3.95742946882659,848.0,59.0,0.0,148.0,0.0,84.0,51.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市下連雀四丁目,三鷹市下連雀四丁目,三鷹市,下連雀四丁目,139.56225248605503,35.69506987708572,4.401291606714172,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市下連雀五丁目,三鷹市下連雀五丁目,三鷹市,下連雀五丁目,139.57044130707243,35.68724929068161,5.5241940504390605,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市下連雀六丁目,三鷹市下連雀六丁目,三鷹市,下連雀六丁目,139.56669189836452,35.68942200656861,5.144962225796497,1432.0,0.0,319.0,49.0,0.0,169.0,0.0,0.0,847.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
三鷹市下連雀七丁目,三鷹市下連雀七丁目,三鷹市,下連雀七丁目,139.5620230179181,35.69015500364875,4.878565555316915,971.0,0.0,0.0,0.0,41.0,89.0,0.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市下連雀八丁目,三鷹市下連雀八丁目,三鷹市,下連雀八丁目,139.56610771613376,35.68539456096769,5.516068927237188,276.0,0.0,63.0,0.0,0.0,66.0,0.0,0.0,89.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
三鷹市下連雀九丁目,三鷹市下連雀九丁目,三鷹市,下連雀九丁目,139.56122218752196,35.68573563667582,5.298439145758811,2524.0,0.0,0.0,0.0,0.0,78.0,488.0,60.0,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市牟礼一丁目,三鷹市牟礼一丁目,三鷹市,牟礼一丁目,139.58889000635162,35.68437906043006,6.777140574955558,891.0,0.0,109.0,0.0,104.0,0.0,0.0,0.0,194.0,0.0,0.0,484.0,0.0,0.0,0.0,0.0
三鷹市牟礼二丁目,三鷹市牟礼二丁目,三鷹市,牟礼二丁目,139.58380393922693,35.68581115374574,6.356429654856719,234.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0
三鷹市牟礼三丁目,三鷹市牟礼三丁目,三鷹市,牟礼三丁目,139.58127780884658,35.689433904021676,5.901364376770237,471.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市牟礼四丁目,三鷹市牟礼四丁目,三鷹市,牟礼四丁目,139.57554282281532,35.6918996887924,5.360755105968063,499.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市牟礼五丁目,三鷹市牟礼五丁目,三鷹市,牟礼五丁目,139.57948890181387,35.68435324203575,6.245080513738858,1459.0,0.0,197.0,72.0,60.0,395.0,0.0,0.0,110.0,0.0,0.0,0.0,480.0,0.0,59.0,86.0
三鷹市牟礼六丁目,三鷹市牟礼六丁目,三鷹市,牟礼六丁目,139.57458341140668,35.6872058173248,5.730552725236074,364.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0
三鷹市牟礼七丁目,三鷹市牟礼七丁目,三鷹市,牟礼七丁目,139.5747502930347,35.683193883363494,6.112213605747347,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
三鷹市井の頭一丁目,三鷹市井の頭一丁目,三鷹市,井の頭一丁目,139.58921893218852,35.689066094154825,6.419389622495799,1927.0,0.0,1373.0,54.0,0.0,0.0,115.0,0.0,315.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
三鷹市井の頭二丁目,三鷹市井の頭二丁目,三鷹市,井の頭二丁目,139.5849487450239,35.69254165143032,5.873432099884808,428.0,0.0,377.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井の頭三丁目,三鷹市井の頭三丁目,三鷹市,井の頭三丁目,139.58205414564782,35.69548792642331,5.457293218566048,452.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井の頭四丁目,三鷹市井の頭四丁目,三鷹市,井の頭四丁目,139.57744245199217,35.69839296191798,4.934019534536518,279.0,0.0,127.0,0.0,68.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井の頭五丁目,三鷹市井の頭五丁目,三鷹市,井の頭五丁目,139.57604851464342,35.69526396431094,5.10211617197468,943.0,0.0,305.0,0.0,0.0,65.0,91.0,0.0,417.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0
三鷹市中原一丁目,三鷹市中原一丁目,三鷹市,中原一丁目,139.57687914026823,35.66391876108525,8.089562736818497,507.0,0.0,0.0,0.0,220.0,0.0,170.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市中原二丁目,三鷹市中原二丁目,三鷹市,中原二丁目,139.5724893688937,35.66703517925104,7.610309819911344,329.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,61.0,0.0,62.0,0.0,0.0
三鷹市中原三丁目,三鷹市中原三丁目,三鷹市,中原三丁目,139.56730665343034,35.67207229088094,6.912834231582633,210.0,0.0,0.0,36.0,58.0,0.0,37.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,31.0
三鷹市中原四丁目,三鷹市中原四丁目,三鷹市,中原四丁目,139.56759775157394,35.667164385841076,7.43129059214134,1125.0,0.0,38.0,72.0,46.0,137.0,615.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市北野一丁目,三鷹市北野一丁目,三鷹市,北野一丁目,139.5855156112555,35.677267654463336,7.202474784058606,249.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市北野二丁目,三鷹市北野二丁目,三鷹市,北野二丁目,139.58267382589355,35.6812896070407,6.689853946044406,224.0,0.0,63.0,51.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0
三鷹市北野三丁目,三鷹市北野三丁目,三鷹市,北野三丁目,139.58092567311894,35.677521698086125,6.944194772511173,227.0,0.0,71.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市北野四丁目,三鷹市北野四丁目,三鷹市,北野四丁目,139.58133670753608,35.672888403997256,7.399879785366287,632.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市新川一丁目,三鷹市新川一丁目,三鷹市,新川一丁目,139.5771746821645,35.66943326832853,7.5511948550336125,219.0,0.0,0.0,131.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
三鷹市新川二丁目,三鷹市新川二丁目,三鷹市,新川二丁目,139.5758221078148,35.67810185783638,6.647024238189321,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市新川三丁目,三鷹市新川三丁目,三鷹市,新川三丁目,139.57183458965392,35.6795349938803,6.332412304224202,236.0,0.0,48.0,94.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市新川四丁目,三鷹市新川四丁目,三鷹市,新川四丁目,139.5734279993257,35.67243734756236,7.1006499517784665,445.0,0.0,0.0,49.0,0.0,0.0,50.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市新川五丁目,三鷹市新川五丁目,三鷹市,新川五丁目,139.57000264847537,35.675168078812646,6.693355293988201,274.0,0.0,166.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0
三鷹市新川六丁目,三鷹市新川六丁目,三鷹市,新川六丁目,139.5656525114693,35.679801313647936,6.062258610665851,1803.0,0.0,39.0,597.0,42.0,0.0,175.0,0.0,207.0,0.0,0.0,697.0,0.0,46.0,0.0,0.0
三鷹市上連雀一丁目,三鷹市上連雀一丁目,三鷹市,上連雀一丁目,139.55354524350477,35.70415935553947,3.143557103002872,782.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,80.0,0.0,342.0,0.0,0.0
三鷹市上連雀二丁目,三鷹市上連雀二丁目,三鷹市,上連雀二丁目,139.5572423003243,35.7006479415941,3.641210012375255,218.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市上連雀三丁目,三鷹市上連雀三丁目,三鷹市,上連雀三丁目,139.55298677574868,35.700927554240806,3.4534361419986546,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市上連雀四丁目,三鷹市上連雀四丁目,三鷹市,上連雀四丁目,139.55682300487868,35.696076161066884,4.084695302268878,1172.0,0.0,0.0,51.0,0.0,55.0,0.0,0.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市上連雀五丁目,三鷹市上連雀五丁目,三鷹市,上連雀五丁目,139.5524490609733,35.69693845886578,3.8530786784977273,3327.0,0.0,47.0,0.0,0.0,42.0,0.0,0.0,3238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市上連雀六丁目,三鷹市上連雀六丁目,三鷹市,上連雀六丁目,139.55743310157973,35.6910978589801,4.617530063941294,2102.0,67.0,72.0,0.0,0.0,86.0,0.0,0.0,1713.0,0.0,79.0,0.0,85.0,0.0,0.0,0.0
三鷹市上連雀七丁目,三鷹市上連雀七丁目,三鷹市,上連雀七丁目,139.5528543967522,35.69170305541707,4.418968032375872,2845.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,2779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市上連雀八丁目,三鷹市上連雀八丁目,三鷹市,上連雀八丁目,139.5568789506698,35.686126980732396,5.120071662370326,1206.0,0.0,0.0,47.0,0.0,45.0,48.0,0.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市上連雀九丁目,三鷹市上連雀九丁目,三鷹市,上連雀九丁目,139.55248827289475,35.68637158363818,4.981444572644268,1552.0,0.0,0.0,0.0,47.0,108.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井口一丁目,三鷹市井口一丁目,三鷹市,井口一丁目,139.5481343887537,35.69252333731646,4.226523109798183,1442.0,0.0,0.0,126.0,0.0,0.0,88.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井口二丁目,三鷹市井口二丁目,三鷹市,井口二丁目,139.54803940538932,35.687927148165834,4.7269148815750865,1265.0,0.0,0.0,0.0,0.0,65.0,291.0,0.0,812.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
三鷹市井口三丁目,三鷹市井口三丁目,三鷹市,井口三丁目,139.54288163199448,35.69388331915658,4.007402424915702,62.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井口四丁目,三鷹市井口四丁目,三鷹市,井口四丁目,139.53414674530114,35.692846341011645,4.127168505259161,1097.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市井口五丁目,三鷹市井口五丁目,三鷹市,井口五丁目,139.53488692364763,35.69698185841701,3.662957173560457,520.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,382.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市深大寺一丁目,三鷹市深大寺一丁目,三鷹市,深大寺一丁目,139.54026979693435,35.69192416527967,4.210362463178114,967.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0
三鷹市深大寺二丁目,三鷹市深大寺二丁目,三鷹市,深大寺二丁目,139.54119598362414,35.68818956792009,4.628597731244515,1354.0,55.0,0.0,62.0,0.0,357.0,0.0,0.0,788.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0
三鷹市深大寺三丁目,三鷹市深大寺三丁目,三鷹市,深大寺三丁目,139.5361299576106,35.69090460418333,4.328359425985578,614.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市野崎一丁目,三鷹市野崎一丁目,三鷹市,野崎一丁目,139.55367408829983,35.68264671797556,5.409252951032617,300.0,0.0,0.0,0.0,0.0,61.0,113.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市野崎二丁目,三鷹市野崎二丁目,三鷹市,野崎二丁目,139.54732861475088,35.68410306404984,5.135996439589486,565.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,456.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
三鷹市野崎三丁目,三鷹市野崎三丁目,三鷹市,野崎三丁目,139.5426623679574,35.684508489496885,5.044925339437337,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三鷹市野崎四丁目,三鷹市野崎四丁目,三鷹市,野崎四丁目,139.54144062163138,35.68026119111727,5.51029691372912,498.0,0.0,0.0,0.0,116.0,0.0,255.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
