town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,公益財団法人　結核予防会　複十字病院,医療法人　啓仁会　吉祥寺南病院,医療法人　徳洲会　武蔵野徳洲会病院,医療法人社団　山斗会　山中病院,医療法人社団　時正会　佐々総合病院,医療法人社団　東山会　調布東山病院,医療法人社団　武蔵野会　一橋病院,医療法人社団　永寿会　三鷹中央病院,医療法人財団　きよせ旭が丘記念病院,医療法人財団　緑秀会　田無病院,医療法人財団　荻窪病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,学校法人　順天堂　順天堂大学医学部附属練馬病院,独立行政法人　国立病院機構　東京病院,緑風荘病院
清瀬市中里六丁目,清瀬市中里六丁目,清瀬市,中里六丁目,139.52722084532778,35.79099456658664,6.887576670519267,2269.0,328.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1570.0,0.0,0.0,218.0,84.0,32.0,0.0
清瀬市野塩一丁目,清瀬市野塩一丁目,清瀬市,野塩一丁目,139.50213530500923,35.7788260672251,6.379757218794912,2014.0,329.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1485.0,0.0,91.0,0.0
清瀬市野塩二丁目,清瀬市野塩二丁目,清瀬市,野塩二丁目,139.50343519902117,35.781504216061,6.57845395295259,801.0,349.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0
清瀬市野塩三丁目,清瀬市野塩三丁目,清瀬市,野塩三丁目,139.5079591137999,35.77727349763543,5.9704724297554,1235.0,717.0,0.0,188.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,178.0,66.0,0.0,0.0
清瀬市野塩四丁目,清瀬市野塩四丁目,清瀬市,野塩四丁目,139.50414161494706,35.77517673752569,5.9392102946539564,1632.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,827.0,82.0,0.0,0.0
清瀬市野塩五丁目,清瀬市野塩五丁目,清瀬市,野塩五丁目,139.4989398669106,35.776293096499806,6.300754537767719,1464.0,745.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,202.0,385.0,90.0,0.0
清瀬市松山一丁目,清瀬市松山一丁目,清瀬市,松山一丁目,139.51838212157705,35.76974179551836,4.81146072160932,2636.0,444.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,83.0,42.0,49.0,842.0,398.0,613.0,0.0
清瀬市松山二丁目,清瀬市松山二丁目,清瀬市,松山二丁目,139.51487387659355,35.772241812888346,5.192818601179819,2698.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,913.0,448.0,152.0,87.0
清瀬市松山三丁目,清瀬市松山三丁目,清瀬市,松山三丁目,139.51313945110056,35.769200218486304,4.9584109257755555,2285.0,1783.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,65.0,0.0,65.0
清瀬市竹丘一丁目,清瀬市竹丘一丁目,清瀬市,竹丘一丁目,139.51055812968767,35.76741384128614,4.900689700997493,4153.0,1565.0,0.0,0.0,38.0,77.0,0.0,0.0,0.0,143.0,0.0,0.0,1002.0,282.0,924.0,122.0
清瀬市竹丘二丁目,清瀬市竹丘二丁目,清瀬市,竹丘二丁目,139.50813493465418,35.7640913384597,4.714151099583776,6426.0,1453.0,0.0,100.0,0.0,76.0,0.0,0.0,0.0,549.0,60.0,79.0,1171.0,697.0,2241.0,0.0
清瀬市竹丘三丁目,清瀬市竹丘三丁目,清瀬市,竹丘三丁目,139.50346282931878,35.76562906266248,5.1057667927910995,4147.0,722.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,81.0,72.0,0.0,1539.0,116.0,1467.0,0.0
清瀬市梅園一丁目,清瀬市梅園一丁目,清瀬市,梅園一丁目,139.5080272412363,35.772345078210705,5.488510545910387,265.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,69.0,0.0,0.0
清瀬市梅園二丁目,清瀬市梅園二丁目,清瀬市,梅園二丁目,139.50432351007467,35.77265206794941,5.693514582023835,2028.0,1022.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,70.0,354.0,0.0
清瀬市梅園三丁目,清瀬市梅園三丁目,清瀬市,梅園三丁目,139.50088065238495,35.771935567781895,5.80452769033311,2288.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,1096.0,194.0,178.0,0.0
東久留米市上の原一丁目,東久留米市上の原一丁目,東久留米市,上の原一丁目,139.54214636782402,35.770548339558836,4.544395672360787,849.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,103.0,0.0,0.0
東久留米市上の原二丁目,東久留米市上の原二丁目,東久留米市,上の原二丁目,139.54560930647835,35.771775014310585,4.710998613933711,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市神宝町一丁目,東久留米市神宝町一丁目,東久留米市,神宝町一丁目,139.54453214724754,35.76526254062191,3.980354390140342,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,84.0,0.0,0.0
東久留米市神宝町二丁目,東久留米市神宝町二丁目,東久留米市,神宝町二丁目,139.54573287433422,35.767570202993404,4.249506403675173,762.0,192.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,196.0,0.0
東久留米市金山町一丁目,東久留米市金山町一丁目,東久留米市,金山町一丁目,139.53730278386155,35.76791883027498,4.244113548504189,381.0,0.0,0.0,0.0,0.0,47.0,0.0,36.0,0.0,0.0,0.0,0.0,121.0,177.0,0.0,0.0
東久留米市金山町二丁目,東久留米市金山町二丁目,東久留米市,金山町二丁目,139.54078086418718,35.768070645405054,4.2625933770419255,1997.0,57.0,0.0,0.0,117.0,72.0,0.0,0.0,0.0,0.0,258.0,0.0,68.0,1425.0,0.0,0.0
東久留米市氷川台一丁目,東久留米市氷川台一丁目,東久留米市,氷川台一丁目,139.53252619932948,35.76555192536254,4.018856392199801,851.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,348.0,257.0,0.0
東久留米市氷川台二丁目,東久留米市氷川台二丁目,東久留米市,氷川台二丁目,139.5318755573382,35.76803349276638,4.300356335269839,628.0,0.0,0.0,315.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0
東久留米市大門町一丁目,東久留米市大門町一丁目,東久留米市,大門町一丁目,139.5378588620785,35.76368260812695,3.771871577678368,553.0,226.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,118.0,0.0,37.0
東久留米市大門町二丁目,東久留米市大門町二丁目,東久留米市,大門町二丁目,139.5407810822,35.764028652259775,3.813586746125416,1460.0,42.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,81.0,0.0,520.0,600.0,90.0,0.0
東久留米市東本町,東久留米市東本町,東久留米市,東本町,139.5338255328704,35.76260265299327,3.678327923135292,1472.0,286.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,46.0,0.0,44.0,513.0,306.0,114.0,63.0
東久留米市新川町一丁目,東久留米市新川町一丁目,東久留米市,新川町一丁目,139.53709446734825,35.76020362134412,3.3875676815048137,1133.0,80.0,0.0,41.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,915.0,0.0,0.0
東久留米市新川町二丁目,東久留米市新川町二丁目,東久留米市,新川町二丁目,139.5410385943732,35.761330281192464,3.5151584646197565,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0
東久留米市浅間町一丁目,東久留米市浅間町一丁目,東久留米市,浅間町一丁目,139.53930207509873,35.75712307324766,3.04186468735656,955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,331.0,250.0,0.0,0.0
東久留米市浅間町二丁目,東久留米市浅間町二丁目,東久留米市,浅間町二丁目,139.54323692136677,35.759251808472555,3.302597264530827,1256.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,440.0,0.0,0.0
東久留米市浅間町三丁目,東久留米市浅間町三丁目,東久留米市,浅間町三丁目,139.54324056628147,35.755972430406864,2.9410150836896394,1604.0,321.0,0.0,93.0,0.0,629.0,0.0,0.0,0.0,0.0,135.0,0.0,31.0,395.0,0.0,0.0
東久留米市学園町一丁目,東久留米市学園町一丁目,東久留米市,学園町一丁目,139.53827728729928,35.7533520415239,2.6226313388033766,1137.0,0.0,0.0,93.0,0.0,204.0,0.0,0.0,0.0,0.0,515.0,0.0,58.0,267.0,0.0,0.0
東久留米市学園町二丁目,東久留米市学園町二丁目,東久留米市,学園町二丁目,139.5362819725101,35.749653618530296,2.2226100482321756,1598.0,393.0,0.0,52.0,0.0,196.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,476.0,0.0,0.0
東久留米市ひばりが丘団地,東久留米市ひばりが丘団地,東久留米市,ひばりが丘団地,139.53344279634996,35.746872468678546,1.96221689544331,3186.0,437.0,0.0,70.0,0.0,1326.0,0.0,0.0,0.0,0.0,878.0,0.0,299.0,176.0,0.0,0.0
東久留米市本町一丁目,東久留米市本町一丁目,東久留米市,本町一丁目,139.5333485793148,35.75900338019522,3.2876289876379334,1414.0,0.0,0.0,214.0,0.0,100.0,0.0,0.0,0.0,0.0,39.0,0.0,228.0,716.0,117.0,0.0
東久留米市本町二丁目,東久留米市本町二丁目,東久留米市,本町二丁目,139.52922306189598,35.76172972454595,3.6573556957803226,1194.0,44.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,540.0,0.0,0.0
東久留米市本町三丁目,東久留米市本町三丁目,東久留米市,本町三丁目,139.52975269023688,35.759116397618776,3.363778512963196,1886.0,693.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,48.0,0.0,0.0,483.0,419.0,147.0,0.0
東久留米市本町四丁目,東久留米市本町四丁目,東久留米市,本町四丁目,139.53014341587286,35.75629776421043,3.051465259139575,1065.0,0.0,0.0,362.0,0.0,37.0,0.0,0.0,0.0,173.0,164.0,112.0,76.0,104.0,37.0,0.0
東久留米市小山一丁目,東久留米市小山一丁目,東久留米市,小山一丁目,139.52818941284096,35.764766016942794,4.007468792845533,214.0,0.0,0.0,0.0,46.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,79.0,0.0,0.0
東久留米市小山二丁目,東久留米市小山二丁目,東久留米市,小山二丁目,139.5257580387383,35.76317474044843,3.896461241992338,127.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0
東久留米市小山三丁目,東久留米市小山三丁目,東久留米市,小山三丁目,139.52441029897128,35.7664240072948,4.2776237403333806,1440.0,280.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,615.0,112.0,0.0
東久留米市小山四丁目,東久留米市小山四丁目,東久留米市,小山四丁目,139.52165198343928,35.76440580140955,4.1506199141848406,504.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,175.0,0.0,36.0
東久留米市小山五丁目,東久留米市小山五丁目,東久留米市,小山五丁目,139.5187546050127,35.76496338582382,4.311230099839897,979.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,193.0,150.0,59.0
東久留米市幸町一丁目,東久留米市幸町一丁目,東久留米市,幸町一丁目,139.52487478208707,35.76054838680221,3.645850838780581,714.0,127.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,0.0,41.0,0.0,157.0,126.0,0.0,0.0
東久留米市幸町二丁目,東久留米市幸町二丁目,東久留米市,幸町二丁目,139.52118937580846,35.76085461885626,3.804347742572854,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,198.0,169.0,0.0,0.0
東久留米市幸町三丁目,東久留米市幸町三丁目,東久留米市,幸町三丁目,139.52093709289903,35.75801101524078,3.5299004799019347,963.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,267.0,0.0,0.0
東久留米市幸町四丁目,東久留米市幸町四丁目,東久留米市,幸町四丁目,139.5167535260043,35.75737861436961,3.658340547319601,614.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0
東久留米市幸町五丁目,東久留米市幸町五丁目,東久留米市,幸町五丁目,139.5179156779365,35.76104716043013,3.955745772598904,295.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,59.0,0.0,0.0
東久留米市中央町一丁目,東久留米市中央町一丁目,東久留米市,中央町一丁目,139.5259392202193,35.756368436770586,3.177216617127441,1180.0,36.0,0.0,151.0,0.0,81.0,0.0,0.0,0.0,35.0,105.0,175.0,209.0,355.0,33.0,0.0
東久留米市中央町二丁目,東久留米市中央町二丁目,東久留米市,中央町二丁目,139.52192019575853,35.755136876539076,3.2057801157254686,372.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,228.0,0.0,0.0
東久留米市中央町三丁目,東久留米市中央町三丁目,東久留米市,中央町三丁目,139.522404474455,35.7511101330713,2.796502734494466,1369.0,23.0,0.0,116.0,0.0,55.0,0.0,0.0,0.0,0.0,30.0,0.0,612.0,196.0,337.0,0.0
東久留米市中央町四丁目,東久留米市中央町四丁目,東久留米市,中央町四丁目,139.52270925858787,35.74771941425062,2.4683370897583243,500.0,80.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,66.0,0.0,55.0,160.0,0.0,0.0
東久留米市中央町五丁目,東久留米市中央町五丁目,東久留米市,中央町五丁目,139.5175261423271,35.750345706648574,2.986835374305832,1080.0,335.0,0.0,207.0,0.0,143.0,0.0,37.0,0.0,0.0,50.0,0.0,119.0,189.0,0.0,0.0
東久留米市中央町六丁目,東久留米市中央町六丁目,東久留米市,中央町六丁目,139.51782525833153,35.7543662576354,3.3262033926883205,267.0,54.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,87.0,0.0,0.0
東久留米市南沢一丁目,東久留米市南沢一丁目,東久留米市,南沢一丁目,139.5330701837092,35.75434940947075,2.7816016913486816,1022.0,0.0,0.0,224.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,62.0,0.0,0.0
東久留米市南沢二丁目,東久留米市南沢二丁目,東久留米市,南沢二丁目,139.53283625740298,35.75062065580481,2.380149836813347,803.0,110.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,60.0,449.0,0.0,0.0,135.0,0.0,0.0
東久留米市南沢三丁目,東久留米市南沢三丁目,東久留米市,南沢三丁目,139.52752956394087,35.75158773749843,2.6306440775454787,769.0,55.0,48.0,145.0,71.0,122.0,0.0,0.0,0.0,71.0,98.0,0.0,0.0,159.0,0.0,0.0
東久留米市南沢四丁目,東久留米市南沢四丁目,東久留米市,南沢四丁目,139.52803141521622,35.74768008333935,2.216025161809911,793.0,0.0,0.0,59.0,0.0,327.0,0.0,0.0,0.0,0.0,133.0,0.0,155.0,119.0,0.0,0.0
東久留米市南沢五丁目,東久留米市南沢五丁目,東久留米市,南沢五丁目,139.5272501318221,35.74509507380894,1.9976452056235785,1521.0,220.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,702.0,0.0,301.0,57.0,0.0,0.0
東久留米市前沢一丁目,東久留米市前沢一丁目,東久留米市,前沢一丁目,139.5172578956483,35.7465027588805,2.69113233600171,693.0,0.0,46.0,47.0,0.0,99.0,0.0,0.0,62.0,0.0,0.0,0.0,349.0,90.0,0.0,0.0
東久留米市前沢二丁目,東久留米市前沢二丁目,東久留米市,前沢二丁目,139.5167913852046,35.74398443776249,2.538544651186088,1358.0,0.0,0.0,35.0,0.0,641.0,0.0,0.0,0.0,0.0,218.0,0.0,118.0,141.0,167.0,38.0
東久留米市前沢三丁目,東久留米市前沢三丁目,東久留米市,前沢三丁目,139.5165280304612,35.74111610794354,2.373362493762524,785.0,0.0,0.0,96.0,0.0,196.0,0.0,95.0,0.0,0.0,0.0,0.0,158.0,0.0,240.0,0.0
東久留米市前沢四丁目,東久留米市前沢四丁目,東久留米市,前沢四丁目,139.51233757287883,35.74474150216751,2.911361305076779,1378.0,111.0,0.0,357.0,0.0,378.0,0.0,166.0,47.0,0.0,29.0,0.0,262.0,28.0,0.0,0.0
東久留米市前沢五丁目,東久留米市前沢五丁目,東久留米市,前沢五丁目,139.51041535182543,35.740382398472136,2.8206981871539103,1772.0,157.0,0.0,55.0,65.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,207.0,381.0,0.0
東久留米市南町一丁目,東久留米市南町一丁目,東久留米市,南町一丁目,139.52712420942177,35.74045099302988,1.5878228429200525,1477.0,114.0,0.0,109.0,46.0,563.0,0.0,0.0,0.0,0.0,317.0,40.0,147.0,46.0,95.0,0.0
東久留米市南町二丁目,東久留米市南町二丁目,東久留米市,南町二丁目,139.5226850233819,35.736691457323296,1.6456334417794152,131.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市南町三丁目,東久留米市南町三丁目,東久留米市,南町三丁目,139.52218874329458,35.74074194955603,1.932989762206361,879.0,0.0,0.0,87.0,89.0,408.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,162.0,0.0,0.0
東久留米市南町四丁目,東久留米市南町四丁目,東久留米市,南町四丁目,139.52216980359574,35.74427143751553,2.2029826175657155,931.0,35.0,0.0,32.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,196.0,34.0,0.0
東久留米市滝山一丁目,東久留米市滝山一丁目,東久留米市,滝山一丁目,139.5104004243458,35.74791433231413,3.262002896999531,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0
東久留米市滝山二丁目,東久留米市滝山二丁目,東久留米市,滝山二丁目,139.50902638547728,35.74557530640164,3.2109451306753733,325.0,25.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,24.0,51.0
東久留米市滝山三丁目,東久留米市滝山三丁目,東久留米市,滝山三丁目,139.50686463585137,35.74248959476537,3.210747656387066,261.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,45.0,0.0
東久留米市滝山四丁目,東久留米市滝山四丁目,東久留米市,滝山四丁目,139.50449144351882,35.74371062410046,3.462943706470636,287.0,16.0,0.0,0.0,0.0,78.0,0.0,36.0,0.0,0.0,0.0,0.0,135.0,0.0,22.0,0.0
東久留米市滝山五丁目,東久留米市滝山五丁目,東久留米市,滝山五丁目,139.50088513893604,35.74603146923211,3.8704196319605497,871.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,49.0,91.0,0.0
東久留米市滝山六丁目,東久留米市滝山六丁目,東久留米市,滝山六丁目,139.5036443849757,35.74771915924514,3.748515134930229,3225.0,850.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,102.0,0.0,1401.0,39.0,249.0,0.0
東久留米市滝山七丁目,東久留米市滝山七丁目,東久留米市,滝山七丁目,139.5054431974632,35.74996191923727,3.7556408163910815,980.0,209.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,476.0,0.0,24.0,0.0
東久留米市下里一丁目,東久留米市下里一丁目,東久留米市,下里一丁目,139.50894180903936,35.756412219512264,4.004730511742038,462.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,41.0,0.0,80.0
東久留米市下里二丁目,東久留米市下里二丁目,東久留米市,下里二丁目,139.50559710694552,35.75347991052962,3.9913181044144377,1272.0,200.0,47.0,0.0,0.0,180.0,52.0,0.0,0.0,0.0,0.0,0.0,676.0,83.0,0.0,34.0
東久留米市下里三丁目,東久留米市下里三丁目,東久留米市,下里三丁目,139.50011871408998,35.751660919939496,4.255947860868139,1606.0,225.0,0.0,52.0,0.0,178.0,0.0,0.0,0.0,79.0,29.0,0.0,860.0,158.0,25.0,0.0
東久留米市下里四丁目,東久留米市下里四丁目,東久留米市,下里四丁目,139.49640341658198,35.75374950734554,4.6637950563999055,3493.0,60.0,0.0,218.0,0.0,342.0,0.0,0.0,100.0,0.0,0.0,30.0,2263.0,94.0,274.0,112.0
東久留米市下里五丁目,東久留米市下里五丁目,東久留米市,下里五丁目,139.50128860474777,35.75661211040772,4.513274265861836,1159.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,0.0,100.0,27.0
東久留米市下里六丁目,東久留米市下里六丁目,東久留米市,下里六丁目,139.49806539911134,35.75836044114454,4.860233956536782,1438.0,70.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0,67.0,72.0
東久留米市下里七丁目,東久留米市下里七丁目,東久留米市,下里七丁目,139.50422011099917,35.75915648049342,4.5185042885314095,1359.0,59.0,0.0,88.0,0.0,127.0,0.0,29.0,0.0,52.0,0.0,0.0,525.0,55.0,396.0,28.0
東久留米市柳窪一丁目,東久留米市柳窪一丁目,東久留米市,柳窪一丁目,139.49586525895086,35.74879572776528,4.414962343485553,755.0,0.0,0.0,0.0,0.0,139.0,0.0,156.0,0.0,0.0,0.0,0.0,62.0,0.0,253.0,145.0
東久留米市柳窪二丁目,東久留米市柳窪二丁目,東久留米市,柳窪二丁目,139.4946640553312,35.74572601447837,4.360820945222182,1084.0,74.0,0.0,30.0,0.0,0.0,0.0,29.0,0.0,0.0,83.0,0.0,597.0,55.0,92.0,124.0
東久留米市柳窪三丁目,東久留米市柳窪三丁目,東久留米市,柳窪三丁目,139.48993471278692,35.744098144172646,4.689418045455178,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,31.0
東久留米市柳窪四丁目,東久留米市柳窪四丁目,東久留米市,柳窪四丁目,139.4892811328778,35.74780101938772,4.898475942555697,430.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,220.0
東久留米市柳窪五丁目,東久留米市柳窪五丁目,東久留米市,柳窪五丁目,139.49216577325274,35.75022795606823,4.784351973872066,274.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0
東久留米市野火止一丁目,東久留米市野火止一丁目,東久留米市,野火止一丁目,139.51356158990413,35.760418093798194,4.099019215990495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市野火止二丁目,東久留米市野火止二丁目,東久留米市,野火止二丁目,139.51347051154755,35.76286945794855,4.332605099567862,1159.0,596.0,0.0,0.0,0.0,76.0,0.0,67.0,0.0,0.0,0.0,0.0,46.0,184.0,190.0,0.0
東久留米市野火止三丁目,東久留米市野火止三丁目,東久留米市,野火止三丁目,139.50791904000724,35.760943943749425,4.447804679408414,1093.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,294.0,0.0,392.0,0.0
東久留米市八幡町一丁目,東久留米市八幡町一丁目,東久留米市,八幡町一丁目,139.51266773495,35.75784790940577,3.91278646369856,1907.0,261.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,235.0,124.0,42.0
東久留米市八幡町二丁目,東久留米市八幡町二丁目,東久留米市,八幡町二丁目,139.51288544237025,35.75403694658937,3.5709067922104847,1034.0,120.0,52.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,90.0,0.0,0.0
東久留米市八幡町三丁目,東久留米市八幡町三丁目,東久留米市,八幡町三丁目,139.51255856048166,35.750161950704246,3.278846057694146,1761.0,411.0,67.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,76.0,233.0,37.0
東久留米市弥生一丁目,東久留米市弥生一丁目,東久留米市,弥生一丁目,139.50543602852676,35.73816986276704,3.152993042393922,327.0,0.0,0.0,131.0,0.0,121.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市弥生二丁目,東久留米市弥生二丁目,東久留米市,弥生二丁目,139.50506222694293,35.7342217747988,3.0852579570080754,91.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市新町一丁目,西東京市新町一丁目,西東京市,新町一丁目,139.5464024737586,35.71691759419392,1.58537186232481,3352.0,121.0,357.0,1848.0,0.0,840.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,90.0
西東京市新町二丁目,西東京市新町二丁目,西東京市,新町二丁目,139.5426580247265,35.71537586842274,1.6380110788592728,684.0,0.0,0.0,465.0,0.0,96.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0
西東京市新町三丁目,西東京市新町三丁目,西東京市,新町三丁目,139.5392480721674,35.715281649177385,1.6115410472295544,2929.0,0.0,0.0,2584.0,0.0,251.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0
西東京市新町四丁目,西東京市新町四丁目,西東京市,新町四丁目,139.53843144564206,35.7129920058862,1.8659270572104372,1444.0,0.0,0.0,1180.0,0.0,0.0,0.0,0.0,203.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0
西東京市新町五丁目,西東京市新町五丁目,西東京市,新町五丁目,139.5345957479063,35.7138083826443,1.8149804659185296,4514.0,0.0,65.0,4324.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
西東京市新町六丁目,西東京市新町六丁目,西東京市,新町六丁目,139.53092283657858,35.71461432802296,1.829124015616844,3715.0,0.0,0.0,3091.0,0.0,591.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市柳沢一丁目,西東京市柳沢一丁目,西東京市,柳沢一丁目,139.55476892717496,35.72682452887052,1.4782176394420738,954.0,134.0,0.0,103.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
西東京市柳沢二丁目,西東京市柳沢二丁目,西東京市,柳沢二丁目,139.55452572261385,35.723928789857105,1.5610859280548686,2875.0,0.0,0.0,851.0,70.0,1285.0,0.0,0.0,0.0,0.0,446.0,79.0,53.0,44.0,0.0,47.0
西東京市柳沢三丁目,西東京市柳沢三丁目,西東京市,柳沢三丁目,139.5537295072806,35.72123778095061,1.648150638313612,2385.0,92.0,0.0,1359.0,0.0,790.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,56.0,0.0,0.0
西東京市柳沢四丁目,西東京市柳沢四丁目,西東京市,柳沢四丁目,139.55041111413334,35.71928786642266,1.5675356360182615,546.0,0.0,0.0,360.0,0.0,118.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0
西東京市柳沢五丁目,西東京市柳沢五丁目,西東京市,柳沢五丁目,139.55048432562654,35.72418557817796,1.2239506714611912,1888.0,0.0,0.0,393.0,0.0,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
