facility,町丁目名,CITY_NAME_from_master,S_NAME_from_master,人数
医療法人　徳洲会　武蔵野徳洲会病院,横浜市鶴見区仲通一丁目,横浜市,鶴見区仲通一丁目,69.0
医療法人　徳洲会　武蔵野徳洲会病院,横浜市鶴見区江ケ崎町,横浜市,鶴見区江ケ崎町,74.0
医療法人　徳洲会　武蔵野徳洲会病院,武蔵村山市中央一丁目,武蔵村,山市中央一丁目,168.0
医療法人　徳洲会　武蔵野徳洲会病院,武蔵村山市大南四丁目,武蔵村,山市大南四丁目,105.0
医療法人　徳洲会　武蔵野徳洲会病院,武蔵村山市榎三丁目,武蔵村,山市榎三丁目,33.0
医療法人　徳洲会　武蔵野徳洲会病院,武蔵村山市残堀五丁目,武蔵村,山市残堀五丁目,57.0
医療法人　徳洲会　武蔵野徳洲会病院,武蔵村山市残堀四丁目,武蔵村,山市残堀四丁目,70.0
医療法人　徳洲会　武蔵野徳洲会病院,武蔵村山市緑が丘（第２）,武蔵村,山市緑が丘（第２）,43.0
医療法人　徳洲会　武蔵野徳洲会病院,江戸川区松江七丁目,江戸川区,松江七丁目,48.0
医療法人　徳洲会　武蔵野徳洲会病院,江戸川区船堀四丁目,江戸川区,船堀四丁目,129.0
医療法人　徳洲会　武蔵野徳洲会病院,江東区南砂二丁目,江東区,南砂二丁目,51.0
医療法人　徳洲会　武蔵野徳洲会病院,江東区大島一丁目,江東区,大島一丁目,107.0
医療法人　徳洲会　武蔵野徳洲会病院,江東区豊洲四丁目,江東区,豊洲四丁目,67.0
医療法人　徳洲会　武蔵野徳洲会病院,狛江市猪方三丁目,狛江市,猪方三丁目,46.0
医療法人　徳洲会　武蔵野徳洲会病院,狭山市入間川（第１）,狭山市,入間川（第１）,30.0
医療法人　徳洲会　武蔵野徳洲会病院,狭山市大字上広瀬,狭山市,大字上広瀬,21.0
医療法人　徳洲会　武蔵野徳洲会病院,狭山市大字下奥富,狭山市,大字下奥富,35.0
医療法人　徳洲会　武蔵野徳洲会病院,狭山市大字北入曽（第１）,狭山市,大字北入曽（第１）,34.0
医療法人　徳洲会　武蔵野徳洲会病院,狭山市柏原（第１）,狭山市,柏原（第１）,41.0
医療法人　徳洲会　武蔵野徳洲会病院,甲斐市長塚,甲斐市,長塚,51.0
医療法人　徳洲会　武蔵野徳洲会病院,町田市上小山田町,町田市,上小山田町,358.0
医療法人　徳洲会　武蔵野徳洲会病院,町田市小山ヶ丘四丁目,町田市,小山ヶ丘四丁目,102.0
医療法人　徳洲会　武蔵野徳洲会病院,目黒区柿の木坂二丁目,目黒区,柿の木坂二丁目,121.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市中央区上溝七丁目,相模原市,中央区上溝七丁目,36.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市中央区上矢部五丁目,相模原市,中央区上矢部五丁目,89.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市中央区下九沢（番二）,相模原市,中央区下九沢（番二）,114.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市中央区淵野辺三丁目,相模原市,中央区淵野辺三丁目,44.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市中央区淵野辺本町一丁目,相模原市,中央区淵野辺本町一丁目,68.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市南区相模台四丁目,相模原市,南区相模台四丁目,57.0
医療法人　徳洲会　武蔵野徳洲会病院,相模原市緑区若柳,相模原市,緑区若柳,34.0
医療法人　徳洲会　武蔵野徳洲会病院,神津島村,神津島村,,174.0
医療法人　徳洲会　武蔵野徳洲会病院,福生市南田園一丁目,福生市,南田園一丁目,55.0
医療法人　徳洲会　武蔵野徳洲会病院,福生市大字熊川（第２）,福生市,大字熊川（第２）,268.0
医療法人　徳洲会　武蔵野徳洲会病院,福生市大字福生（第１）,福生市,大字福生（第１）,99.0
医療法人　徳洲会　武蔵野徳洲会病院,福生市志茂,福生市,志茂,99.0
医療法人　徳洲会　武蔵野徳洲会病院,秩父市品沢,秩父市,品沢,34.0
医療法人　徳洲会　武蔵野徳洲会病院,稲城市百村（第１）,稲城市,百村（第１）,158.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市上砂町五丁目,立川市,上砂町五丁目,143.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市幸町六丁目,立川市,幸町六丁目,89.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市泉町,立川市,泉町,35.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市砂川町八丁目,立川市,砂川町八丁目,132.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市羽衣町二丁目,立川市,羽衣町二丁目,64.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市若葉町一丁目,立川市,若葉町一丁目,46.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市若葉町三丁目,立川市,若葉町三丁目,130.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市若葉町四丁目,立川市,若葉町四丁目,35.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市錦町一丁目,立川市,錦町一丁目,45.0
医療法人　徳洲会　武蔵野徳洲会病院,立川市錦町四丁目,立川市,錦町四丁目,46.0
医療法人　徳洲会　武蔵野徳洲会病院,練馬区中村三丁目,練馬区,中村三丁目,77.0
医療法人　徳洲会　武蔵野徳洲会病院,練馬区光が丘二丁目,練馬区,光が丘二丁目,83.0
医療法人　徳洲会　武蔵野徳洲会病院,練馬区早宮一丁目,練馬区,早宮一丁目,140.0
医療法人　徳洲会　武蔵野徳洲会病院,練馬区旭町一丁目,練馬区,旭町一丁目,65.0
医療法人　徳洲会　武蔵野徳洲会病院,練馬区春日町五丁目,練馬区,春日町五丁目,167.0
医療法人　徳洲会　武蔵野徳洲会病院,練馬区錦一丁目,練馬区,錦一丁目,129.0
医療法人　徳洲会　武蔵野徳洲会病院,羽村市神明台四丁目,羽村,市神明台四丁目,30.0
医療法人　徳洲会　武蔵野徳洲会病院,芦屋市楠町,芦屋市,楠町,42.0
医療法人　徳洲会　武蔵野徳洲会病院,草加市松江一丁目,草加市,松江一丁目,45.0
医療法人　徳洲会　武蔵野徳洲会病院,荒川区荒川四丁目,荒川区,荒川四丁目,167.0
医療法人　徳洲会　武蔵野徳洲会病院,葛飾区堀切八丁目,葛飾区,堀切八丁目,65.0
医療法人　徳洲会　武蔵野徳洲会病院,葛飾区青戸三丁目,葛飾区,青戸三丁目,40.0
医療法人　徳洲会　武蔵野徳洲会病院,蕨市北町一丁目,蕨市,北町一丁目,69.0
医療法人　徳洲会　武蔵野徳洲会病院,藤沢市大庭（第６）,藤沢市,大庭（第６）,49.0
医療法人　徳洲会　武蔵野徳洲会病院,藤沢市湘南台七丁目,藤沢市,湘南台七丁目,64.0
医療法人　徳洲会　武蔵野徳洲会病院,豊島区池袋本町二丁目,豊島区,池袋本町二丁目,65.0
医療法人　徳洲会　武蔵野徳洲会病院,越谷市東越谷十丁目,越谷市,東越谷十丁目,180.0
医療法人　徳洲会　武蔵野徳洲会病院,足立区佐野二丁目,足立区,佐野二丁目,535.0
医療法人　徳洲会　武蔵野徳洲会病院,邑楽郡大泉町西小泉五丁目,邑楽郡大泉町,西小泉五丁目,29.0
医療法人　徳洲会　武蔵野徳洲会病院,鎌倉市岡本,鎌倉市,岡本,383.0
医療法人　徳洲会　武蔵野徳洲会病院,鎌倉市玉縄四丁目,鎌倉市,玉縄四丁目,76.0
医療法人　徳洲会　武蔵野徳洲会病院,長野市青木島町大塚,長野市,青木島町大塚,116.0
医療法人　徳洲会　武蔵野徳洲会病院,青梅市野上町三丁目,青梅市,野上町三丁目,40.0
医療法人　徳洲会　武蔵野徳洲会病院,飯能市大字前ケ貫,飯能市,大字前ケ貫,371.0
医療法人　徳洲会　武蔵野徳洲会病院,飯能市大字双柳（第１）,飯能市,大字双柳（第１）,80.0
医療法人　徳洲会　武蔵野徳洲会病院,館林市松原一丁目,館林市,松原一丁目,50.0
医療法人　徳洲会　武蔵野徳洲会病院,鶴ヶ島市富士見三丁目,鶴ヶ島市,富士見三丁目,38.0
医療法人　徳洲会　武蔵野徳洲会病院,鹿沼市貝島町,鹿沼市,貝島町,70.0
医療法人社団　山斗会　山中病院,さいたま市北区奈良町,さいたま市,北区奈良町,90.0
医療法人社団　山斗会　山中病院,さいたま市南区大字太田窪（第１）,さいたま市,南区大字太田窪（第１）,48.0
医療法人社団　山斗会　山中病院,さいたま市大宮区大成町一丁目,さいたま市,大宮区大成町一丁目,90.0
医療法人社団　山斗会　山中病院,さいたま市岩槻区宮町一丁目,さいたま市,岩槻区宮町一丁目,60.0
医療法人社団　山斗会　山中病院,さいたま市桜区新開一丁目,さいたま市,桜区新開一丁目,72.0
医療法人社団　山斗会　山中病院,さいたま市桜区田島一丁目,さいたま市,桜区田島一丁目,31.0
医療法人社団　山斗会　山中病院,さいたま市浦和区大東三丁目,さいたま市,浦和区大東三丁目,32.0
医療法人社団　山斗会　山中病院,さいたま市西区大字指扇（第４）,さいたま市,西区大字指扇（第４）,35.0
医療法人社団　山斗会　山中病院,さいたま市見沼区大字東宮下,さいたま市,見沼区大字東宮下,43.0
医療法人社団　山斗会　山中病院,さいたま市見沼区大字染谷,さいたま市,見沼区大字染谷,38.0
医療法人社団　山斗会　山中病院,さいたま市見沼区大字深作,さいたま市,見沼区大字深作,42.0
医療法人社団　山斗会　山中病院,その他,,その他,0.0
医療法人社団　山斗会　山中病院,つくば市竹園一丁目,つくば市,竹園一丁目,118.0
医療法人社団　山斗会　山中病院,ふじみ野市大井中央一丁目,ふじみ野市,大井中央一丁目,30.0
医療法人社団　山斗会　山中病院,みどり市笠懸町阿左美（第５）,みどり市,笠懸町阿左美（第５）,58.0
医療法人社団　山斗会　山中病院,上尾市大字上（第１）,上尾市,大字上（第１）,34.0
医療法人社団　山斗会　山中病院,下伊那郡高森町下市田下市田三区,下伊那郡高森町,下市田下市田三区,29.0
医療法人社団　山斗会　山中病院,世田谷区三宿二丁目,世田谷区,三宿二丁目,117.0
医療法人社団　山斗会　山中病院,世田谷区上北沢五丁目,世田谷区,上北沢五丁目,181.0
医療法人社団　山斗会　山中病院,世田谷区上用賀三丁目,世田谷区,上用賀三丁目,70.0
医療法人社団　山斗会　山中病院,世田谷区上用賀五丁目,世田谷区,上用賀五丁目,187.0
医療法人社団　山斗会　山中病院,世田谷区上祖師谷一丁目,世田谷区,上祖師谷一丁目,74.0
医療法人社団　山斗会　山中病院,世田谷区上祖師谷二丁目,世田谷区,上祖師谷二丁目,193.0
医療法人社団　山斗会　山中病院,世田谷区上祖師谷六丁目,世田谷区,上祖師谷六丁目,141.0
医療法人社団　山斗会　山中病院,世田谷区下馬三丁目,世田谷区,下馬三丁目,99.0
医療法人社団　山斗会　山中病院,世田谷区代沢二丁目,世田谷区,代沢二丁目,453.0
医療法人社団　山斗会　山中病院,世田谷区八幡山一丁目,世田谷区,八幡山一丁目,185.0
医療法人社団　山斗会　山中病院,世田谷区八幡山二丁目,世田谷区,八幡山二丁目,56.0
医療法人社団　山斗会　山中病院,世田谷区北烏山二丁目,世田谷区,北烏山二丁目,93.0
医療法人社団　山斗会　山中病院,世田谷区千歳台一丁目,世田谷区,千歳台一丁目,113.0
医療法人社団　山斗会　山中病院,世田谷区南烏山一丁目,世田谷区,南烏山一丁目,102.0
医療法人社団　山斗会　山中病院,世田谷区南烏山二丁目,世田谷区,南烏山二丁目,62.0
医療法人社団　山斗会　山中病院,世田谷区南烏山六丁目,世田谷区,南烏山六丁目,63.0
医療法人社団　山斗会　山中病院,世田谷区奥沢八丁目,世田谷区,奥沢八丁目,79.0
医療法人社団　山斗会　山中病院,世田谷区宇奈根二丁目,世田谷区,宇奈根二丁目,82.0
医療法人社団　山斗会　山中病院,世田谷区岡本三丁目,世田谷区,岡本三丁目,207.0
医療法人社団　山斗会　山中病院,世田谷区弦巻五丁目,世田谷区,弦巻五丁目,95.0
医療法人社団　山斗会　山中病院,世田谷区桜一丁目,世田谷区,桜一丁目,74.0
医療法人社団　山斗会　山中病院,世田谷区深沢五丁目,世田谷区,深沢五丁目,88.0
医療法人社団　山斗会　山中病院,世田谷区玉川三丁目,世田谷区,玉川三丁目,78.0
医療法人社団　山斗会　山中病院,世田谷区給田二丁目,世田谷区,給田二丁目,49.0
医療法人社団　山斗会　山中病院,世田谷区船橋一丁目,世田谷区,船橋一丁目,124.0
医療法人社団　山斗会　山中病院,世田谷区船橋七丁目,世田谷区,船橋七丁目,120.0
医療法人社団　山斗会　山中病院,世田谷区船橋六丁目,世田谷区,船橋六丁目,65.0
医療法人社団　山斗会　山中病院,世田谷区赤堤二丁目,世田谷区,赤堤二丁目,84.0
医療法人社団　山斗会　山中病院,世田谷区駒沢二丁目,世田谷区,駒沢二丁目,86.0
医療法人社団　山斗会　山中病院,中郡大磯町国府新宿,中郡大磯町,国府新宿,33.0
医療法人社団　山斗会　山中病院,中野区上高田一丁目,中野区,上高田一丁目,351.0
医療法人社団　山斗会　山中病院,中野区中央一丁目,中野区,中央一丁目,78.0
医療法人社団　山斗会　山中病院,中野区中野五丁目,中野区,中野五丁目,158.0
医療法人社団　山斗会　山中病院,中野区南台二丁目,中野区,南台二丁目,48.0
医療法人社団　山斗会　山中病院,中野区大和町四丁目,中野区,大和町四丁目,59.0
医療法人社団　山斗会　山中病院,中野区弥生町二丁目,中野区,弥生町二丁目,51.0
医療法人社団　山斗会　山中病院,中野区新井一丁目,中野区,新井一丁目,150.0
医療法人社団　山斗会　山中病院,中野区本町三丁目,中野区,本町三丁目,74.0
医療法人社団　山斗会　山中病院,中野区東中野一丁目,中野区,東中野一丁目,92.0
医療法人社団　山斗会　山中病院,中野区若宮二丁目,中野区,若宮二丁目,85.0
医療法人社団　山斗会　山中病院,中野区野方四丁目,中野区,野方四丁目,51.0
医療法人社団　山斗会　山中病院,久喜市菖蒲町菖蒲（第６）,久喜市,菖蒲町菖蒲（第６）,21.0
医療法人社団　山斗会　山中病院,久慈市本町一丁目,久慈市,本町一丁目,19.0
医療法人社団　山斗会　山中病院,五泉市村松（第１）,五泉市,村松（第１）,95.0
医療法人社団　山斗会　山中病院,仙台市泉区松森,仙台市,泉区松森,49.0
医療法人社団　山斗会　山中病院,伊豆市本立野,伊豆市,本立野,31.0
医療法人社団　山斗会　山中病院,佐久市跡部,佐久市,跡部,39.0
医療法人社団　山斗会　山中病院,入間市上小谷田一丁目,入間市,上小谷田一丁目,146.0
医療法人社団　山斗会　山中病院,入間市扇町屋二丁目,入間市,扇町屋二丁目,70.0
医療法人社団　山斗会　山中病院,入間郡三芳町大字藤久保（第１）,入間郡三芳町,大字藤久保（第１）,50.0
医療法人社団　山斗会　山中病院,入間郡毛呂山町中央二丁目,入間郡毛呂山町,中央二丁目,79.0
医療法人社団　山斗会　山中病院,八王子市兵衛一丁目,八王子市,兵衛一丁目,99.0
医療法人社団　山斗会　山中病院,八王子市大和田町五丁目,八王子市,大和田町五丁目,38.0
医療法人社団　山斗会　山中病院,八王子市宇津木町,八王子市,宇津木町,59.0
医療法人社団　山斗会　山中病院,八王子市鑓水,八王子市,鑓水,51.0
医療法人社団　山斗会　山中病院,八王子市館町（第１）,八王子市,館町（第１）,33.0
医療法人社団　山斗会　山中病院,前橋市富田町,前橋市,富田町,84.0
医療法人社団　山斗会　山中病院,前橋市紅雲町一丁目,前橋市,紅雲町一丁目,52.0
医療法人社団　山斗会　山中病院,加須市久下二丁目,加須市,久下二丁目,42.0
医療法人社団　山斗会　山中病院,北区上十条三丁目,北区,上十条三丁目,44.0
医療法人社団　山斗会　山中病院,北区十条仲原一丁目,北区,十条仲原一丁目,62.0
医療法人社団　山斗会　山中病院,北区堀船二丁目,北区,堀船二丁目,63.0
医療法人社団　山斗会　山中病院,北区浮間三丁目,北区,浮間三丁目,99.0
医療法人社団　山斗会　山中病院,北区豊島五丁目,北区,豊島五丁目,39.0
医療法人社団　山斗会　山中病院,北区赤羽二丁目,北区,赤羽二丁目,45.0
医療法人社団　山斗会　山中病院,北区赤羽台四丁目,北区,赤羽台四丁目,32.0
医療法人社団　山斗会　山中病院,北本市二ツ家四丁目,北本市,二ツ家四丁目,32.0
医療法人社団　山斗会　山中病院,北本市宮内一丁目,北本市,宮内一丁目,33.0
医療法人社団　山斗会　山中病院,北本市東間八丁目,北本市,東間八丁目,38.0
医療法人社団　山斗会　山中病院,北葛飾郡杉戸町大字堤根,北葛飾郡杉戸町,大字堤根,45.0
医療法人社団　山斗会　山中病院,北葛飾郡松伏町大字松伏（第１）,北葛飾郡松伏町,大字松伏（第１）,37.0
医療法人社団　山斗会　山中病院,北足立郡伊奈町大字小室（第２）,北足立郡伊奈町,大字小室（第２）,111.0
医療法人社団　山斗会　山中病院,千代田区永田町二丁目,千代田区,永田町二丁目,18.0
医療法人社団　山斗会　山中病院,千葉市美浜区高洲二丁目,千葉市,美浜区高洲二丁目,41.0
医療法人社団　山斗会　山中病院,千葉市花見川区千種町,千葉市,花見川区千種町,32.0
医療法人社団　山斗会　山中病院,南魚沼郡湯沢町大字土樽,南魚沼郡湯沢町,大字土樽,35.0
医療法人社団　山斗会　山中病院,厚木市妻田北一丁目,厚木市,妻田北一丁目,23.0
医療法人社団　山斗会　山中病院,取手市白山一丁目,取手市,白山一丁目,139.0
医療法人社団　山斗会　山中病院,吉川市保,吉川市,保,34.0
医療法人社団　山斗会　山中病院,吉川市大字保,吉川市,大字保,41.0
医療法人社団　山斗会　山中病院,名古屋市千種区吹上二丁目,名古屋市,千種区吹上二丁目,27.0
医療法人社団　山斗会　山中病院,和光市下新倉三丁目,和光市,下新倉三丁目,47.0
医療法人社団　山斗会　山中病院,和光市新倉一丁目,和光市,新倉一丁目,97.0
医療法人社団　山斗会　山中病院,和光市新倉二丁目,和光市,新倉二丁目,49.0
医療法人社団　山斗会　山中病院,和光市白子一丁目,和光市,白子一丁目,226.0
医療法人社団　山斗会　山中病院,和光市白子二丁目,和光市,白子二丁目,176.0
医療法人社団　山斗会　山中病院,品川区西品川三丁目,品川区,西品川三丁目,76.0
医療法人社団　山斗会　山中病院,国分寺市内藤二丁目,国分寺市,内藤二丁目,58.0
医療法人社団　山斗会　山中病院,国立市西二丁目,国立市,西二丁目,64.0
医療法人社団　山斗会　山中病院,坂戸市大字石井,坂戸市,大字石井,46.0
医療法人社団　山斗会　山中病院,坂戸市芦山町,坂戸市,芦山町,41.0
医療法人社団　山斗会　山中病院,塩尻市大字広丘高出高出三区,塩尻市,大字広丘高出高出三区,24.0
医療法人社団　山斗会　山中病院,墨田区亀沢四丁目,墨田区,亀沢四丁目,43.0
医療法人社団　山斗会　山中病院,墨田区文花一丁目,墨田区,文花一丁目,52.0
医療法人社団　山斗会　山中病院,墨田区横川五丁目,墨田区,横川五丁目,62.0
医療法人社団　山斗会　山中病院,多摩市東寺方,多摩市,東寺方,37.0
医療法人社団　山斗会　山中病院,多摩市永山一丁目,多摩市,永山一丁目,25.0
医療法人社団　山斗会　山中病院,大和市上和田（第３）,大和市,上和田（第３）,65.0
医療法人社団　山斗会　山中病院,大和市大和南二丁目,大和市,大和南二丁目,51.0
医療法人社団　山斗会　山中病院,大和市深見（第１）,大和市,深見（第１）,43.0
医療法人社団　山斗会　山中病院,大和市福田（第２）,大和市,福田（第２）,94.0
医療法人社団　山斗会　山中病院,大垣市外渕四丁目,大垣市,外渕四丁目,71.0
医療法人社団　山斗会　山中病院,大田区久が原五丁目,大田区,久が原五丁目,72.0
医療法人社団　山斗会　山中病院,大田区南六郷三丁目,大田区,南六郷三丁目,60.0
医療法人社団　山斗会　山中病院,大田区南蒲田三丁目,大田区,南蒲田三丁目,62.0
医療法人社団　山斗会　山中病院,大田区本羽田一丁目,大田区,本羽田一丁目,109.0
医療法人社団　山斗会　山中病院,大田区東矢口三丁目,大田区,東矢口三丁目,149.0
医療法人社団　山斗会　山中病院,大田区田園調布一丁目,大田区,田園調布一丁目,151.0
医療法人社団　山斗会　山中病院,大田区西糀谷三丁目,大田区,西糀谷三丁目,48.0
医療法人社団　山斗会　山中病院,大田区西馬込一丁目,大田区,西馬込一丁目,75.0
医療法人社団　山斗会　山中病院,太田市新田市野倉町,太田市,新田市野倉町,29.0
医療法人社団　山斗会　山中病院,太田市龍舞町（第１）,太田市,龍舞町（第１）,47.0
医療法人社団　山斗会　山中病院,守谷市松前台四丁目,守谷市,松前台四丁目,65.0
医療法人社団　山斗会　山中病院,富士吉田市旭五丁目,富士吉田市,旭五丁目,78.0
医療法人社団　山斗会　山中病院,富士見市上沢一丁目,富士見市,上沢一丁目,242.0
医療法人社団　山斗会　山中病院,富士見市上沢三丁目,富士見市,上沢三丁目,76.0
医療法人社団　山斗会　山中病院,富士見市大字鶴馬,富士見市,大字鶴馬,84.0
医療法人社団　山斗会　山中病院,富士見市東みずほ台三丁目,富士見市,東みずほ台三丁目,100.0
医療法人社団　山斗会　山中病院,富士見市東みずほ台二丁目,富士見市,東みずほ台二丁目,55.0
医療法人社団　山斗会　山中病院,富士見市水谷東二丁目,富士見市,水谷東二丁目,50.0
医療法人社団　山斗会　山中病院,富士見市鶴瀬東二丁目,富士見市,鶴瀬東二丁目,83.0
医療法人社団　山斗会　山中病院,富士見市鶴瀬西二丁目,富士見市,鶴瀬西二丁目,47.0
医療法人社団　山斗会　山中病院,富里市日吉倉,富里市,日吉倉,33.0
医療法人社団　山斗会　山中病院,小平市仲町（第１）,小平市,仲町（第１）,91.0
医療法人社団　山斗会　山中病院,小平市小川町二丁目（第２）,小平市,小川町二丁目（第２）,43.0
医療法人社団　山斗会　山中病院,岩倉市川井町,岩倉市,川井町,38.0
医療法人社団　山斗会　山中病院,川口市上青木西五丁目,川口市,上青木西五丁目,65.0
医療法人社団　山斗会　山中病院,川口市並木元町,川口市,並木元町,36.0
医療法人社団　山斗会　山中病院,川口市前上町,川口市,前上町,80.0
医療法人社団　山斗会　山中病院,川口市北園町,川口市,北園町,89.0
医療法人社団　山斗会　山中病院,川口市南鳩ヶ谷六丁目,川口市,南鳩ヶ谷六丁目,42.0
医療法人社団　山斗会　山中病院,川口市南鳩ヶ谷四丁目,川口市,南鳩ヶ谷四丁目,48.0
医療法人社団　山斗会　山中病院,川口市大字安行領家,川口市,大字安行領家,96.0
医療法人社団　山斗会　山中病院,川口市大字西新井宿,川口市,大字西新井宿,46.0
医療法人社団　山斗会　山中病院,川口市朝日一丁目,川口市,朝日一丁目,36.0
医療法人社団　山斗会　山中病院,川口市朝日二丁目,川口市,朝日二丁目,46.0
医療法人社団　山斗会　山中病院,川口市芝三丁目,川口市,芝三丁目,56.0
医療法人社団　山斗会　山中病院,川口市芝下一丁目,川口市,芝下一丁目,37.0
医療法人社団　山斗会　山中病院,川口市飯塚二丁目,川口市,飯塚二丁目,76.0
医療法人社団　山斗会　山中病院,川崎市中原区宮内三丁目,川崎市,中原区宮内三丁目,50.0
医療法人社団　山斗会　山中病院,川崎市多摩区菅四丁目,川崎市,多摩区菅四丁目,41.0
医療法人社団　山斗会　山中病院,川崎市宮前区平二丁目,川崎市,宮前区平二丁目,41.0
医療法人社団　山斗会　山中病院,川崎市宮前区有馬四丁目,川崎市,宮前区有馬四丁目,66.0
医療法人社団　山斗会　山中病院,川崎市宮前区東有馬三丁目,川崎市,宮前区東有馬三丁目,41.0
医療法人社団　山斗会　山中病院,川崎市宮前区鷺沼四丁目,川崎市,宮前区鷺沼四丁目,81.0
医療法人社団　山斗会　山中病院,川崎市川崎区小田四丁目,川崎市,川崎区小田四丁目,113.0
医療法人社団　山斗会　山中病院,川崎市川崎区浅田一丁目,川崎市,川崎区浅田一丁目,27.0
医療法人社団　山斗会　山中病院,川崎市幸区戸手本町一丁目,川崎市,幸区戸手本町一丁目,42.0
医療法人社団　山斗会　山中病院,川崎市高津区久地四丁目,川崎市,高津区久地四丁目,39.0
医療法人社団　山斗会　山中病院,川崎市高津区千年（第２）,川崎市,高津区千年（第２）,45.0
医療法人社団　山斗会　山中病院,川崎市高津区梶ケ谷六丁目,川崎市,高津区梶ケ谷六丁目,65.0
医療法人社団　山斗会　山中病院,川崎市高津区溝口三丁目,川崎市,高津区溝口三丁目,74.0
医療法人社団　山斗会　山中病院,川崎市麻生区多摩美二丁目,川崎市,麻生区多摩美二丁目,51.0
医療法人社団　山斗会　山中病院,川崎市麻生区栗木台五丁目,川崎市,麻生区栗木台五丁目,103.0
医療法人社団　山斗会　山中病院,川西市けやき坂二丁目,川西市,けやき坂二丁目,55.0
医療法人社団　山斗会　山中病院,川越市大字下新河岸,川越市,大字下新河岸,34.0
医療法人社団　山斗会　山中病院,川越市大字的場（第１）,川越市,大字的場（第１）,37.0
医療法人社団　山斗会　山中病院,川越市大字鯨井,川越市,大字鯨井,42.0
医療法人社団　山斗会　山中病院,川越市的場二丁目,川越市,的場二丁目,36.0
医療法人社団　山斗会　山中病院,川越市稲荷町,川越市,稲荷町,61.0
医療法人社団　山斗会　山中病院,川越市野田町一丁目,川越市,野田町一丁目,60.0
医療法人社団　山斗会　山中病院,市原市ちはら台東八丁目,市原市,ちはら台東八丁目,80.0
医療法人社団　山斗会　山中病院,市川市曽谷三丁目,市川市,曽谷三丁目,48.0
医療法人社団　山斗会　山中病院,市川市柏井町四丁目,市川市,柏井町四丁目,63.0
医療法人社団　山斗会　山中病院,市川市香取一丁目,市川市,香取一丁目,45.0
医療法人社団　山斗会　山中病院,市川市鬼高四丁目,市川市,鬼高四丁目,40.0
医療法人社団　山斗会　山中病院,平塚市岡崎,平塚市,岡崎,28.0
医療法人社団　山斗会　山中病院,幸手市北三丁目,幸手市,北三丁目,34.0
医療法人社団　山斗会　山中病院,広島市安佐南区大町西一丁目,広島市,安佐南区大町西一丁目,48.0
医療法人社団　山斗会　山中病院,府中市四谷五丁目,府中市,四谷五丁目,89.0
医療法人社団　山斗会　山中病院,府中市寿町二丁目,府中市,寿町二丁目,51.0
医療法人社団　山斗会　山中病院,府中市是政三丁目,府中市,是政三丁目,71.0
医療法人社団　山斗会　山中病院,府中市栗柄町,府中市,栗柄町,24.0
医療法人社団　山斗会　山中病院,座間市相武台一丁目,座間市,相武台一丁目,27.0
医療法人社団　山斗会　山中病院,御殿場市西田中,御殿場市,西田中,29.0
医療法人社団　山斗会　山中病院,志木市上宗岡三丁目,志木市,上宗岡三丁目,53.0
医療法人社団　山斗会　山中病院,志木市中宗岡三丁目,志木市,中宗岡三丁目,49.0
医療法人社団　山斗会　山中病院,志木市幸町三丁目,志木市,幸町三丁目,69.0
医療法人社団　山斗会　山中病院,我孫子市古戸,我孫子市,古戸,37.0
医療法人社団　山斗会　山中病院,戸田市笹目一丁目,戸田市,笹目一丁目,82.0
医療法人社団　山斗会　山中病院,戸田市笹目七丁目,戸田市,笹目七丁目,33.0
医療法人社団　山斗会　山中病院,戸田市笹目三丁目,戸田市,笹目三丁目,40.0
医療法人社団　山斗会　山中病院,戸田市笹目五丁目,戸田市,笹目五丁目,35.0
医療法人社団　山斗会　山中病院,所沢市中新井一丁目,所沢市,中新井一丁目,58.0
医療法人社団　山斗会　山中病院,所沢市大字上安松（第１）,所沢市,大字上安松（第１）,114.0
医療法人社団　山斗会　山中病院,所沢市大字下富,所沢市,大字下富,46.0
医療法人社団　山斗会　山中病院,所沢市大字中富,所沢市,大字中富,42.0
医療法人社団　山斗会　山中病院,所沢市大字山口（第２）,所沢市,大字山口（第２）,75.0
医療法人社団　山斗会　山中病院,所沢市大字山口（第３）,所沢市,大字山口（第３）,71.0
医療法人社団　山斗会　山中病院,所沢市東所沢二丁目,所沢市,東所沢二丁目,62.0
医療法人社団　山斗会　山中病院,所沢市東所沢五丁目,所沢市,東所沢五丁目,49.0
医療法人社団　山斗会　山中病院,所沢市東狭山ケ丘二丁目,所沢市,東狭山ケ丘二丁目,41.0
