facility,町丁目名,CITY_NAME_from_master,S_NAME_from_master,人数
医療法人社団　永寿会　三鷹中央病院,ふじみ野市富士見台,ふじみ野市,富士見台,27.0
医療法人社団　永寿会　三鷹中央病院,上尾市大字小敷谷（第３）,上尾市,大字小敷谷（第３）,226.0
医療法人社団　永寿会　三鷹中央病院,世田谷区上祖師谷一丁目,世田谷区,上祖師谷一丁目,66.0
医療法人社団　永寿会　三鷹中央病院,世田谷区上祖師谷五丁目,世田谷区,上祖師谷五丁目,73.0
医療法人社団　永寿会　三鷹中央病院,世田谷区北沢一丁目,世田谷区,北沢一丁目,123.0
医療法人社団　永寿会　三鷹中央病院,世田谷区北沢四丁目,世田谷区,北沢四丁目,75.0
医療法人社団　永寿会　三鷹中央病院,世田谷区南烏山二丁目,世田谷区,南烏山二丁目,64.0
医療法人社団　永寿会　三鷹中央病院,世田谷区宇奈根二丁目,世田谷区,宇奈根二丁目,129.0
医療法人社団　永寿会　三鷹中央病院,世田谷区松原四丁目,世田谷区,松原四丁目,73.0
医療法人社団　永寿会　三鷹中央病院,世田谷区桜丘二丁目,世田谷区,桜丘二丁目,80.0
医療法人社団　永寿会　三鷹中央病院,中央区佃三丁目,中央区,佃三丁目,637.0
医療法人社団　永寿会　三鷹中央病院,中野区中央一丁目,中野区,中央一丁目,168.0
医療法人社団　永寿会　三鷹中央病院,中野区中央五丁目,中野区,中央五丁目,160.0
医療法人社団　永寿会　三鷹中央病院,中野区中野二丁目,中野区,中野二丁目,74.0
医療法人社団　永寿会　三鷹中央病院,中野区中野五丁目,中野区,中野五丁目,65.0
医療法人社団　永寿会　三鷹中央病院,中野区大和町一丁目,中野区,大和町一丁目,67.0
医療法人社団　永寿会　三鷹中央病院,中野区大和町四丁目,中野区,大和町四丁目,119.0
医療法人社団　永寿会　三鷹中央病院,中野区新井四丁目,中野区,新井四丁目,76.0
医療法人社団　永寿会　三鷹中央病院,中野区東中野五丁目,中野区,東中野五丁目,78.0
医療法人社団　永寿会　三鷹中央病院,中野区江原町三丁目,中野区,江原町三丁目,50.0
医療法人社団　永寿会　三鷹中央病院,久喜市久喜北二丁目,久喜市,久喜北二丁目,107.0
医療法人社団　永寿会　三鷹中央病院,仙台市宮城野区新田一丁目,仙台市,宮城野区新田一丁目,46.0
医療法人社団　永寿会　三鷹中央病院,八王子市上柚木二丁目,八王子市,上柚木二丁目,163.0
医療法人社団　永寿会　三鷹中央病院,八王子市元八王子町二丁目,八王子市,元八王子町二丁目,150.0
医療法人社団　永寿会　三鷹中央病院,八王子市犬目町,八王子市,犬目町,81.0
医療法人社団　永寿会　三鷹中央病院,国分寺市富士本三丁目,国分寺市,富士本三丁目,39.0
医療法人社団　永寿会　三鷹中央病院,国分寺市高木町一丁目,国分寺市,高木町一丁目,98.0
医療法人社団　永寿会　三鷹中央病院,国立市富士見台二丁目,国立市,富士見台二丁目,45.0
医療法人社団　永寿会　三鷹中央病院,国立市東四丁目,国立市,東四丁目,60.0
医療法人社団　永寿会　三鷹中央病院,墨田区亀沢四丁目,墨田区,亀沢四丁目,305.0
医療法人社団　永寿会　三鷹中央病院,多摩市一ノ宮四丁目,多摩市,一ノ宮四丁目,48.0
医療法人社団　永寿会　三鷹中央病院,多摩市諏訪三丁目,多摩市,諏訪三丁目,50.0
医療法人社団　永寿会　三鷹中央病院,大田区大森本町一丁目,大田区,大森本町一丁目,52.0
医療法人社団　永寿会　三鷹中央病院,宇都宮市宮原四丁目,宇都宮市,宮原四丁目,32.0
医療法人社団　永寿会　三鷹中央病院,富士見市上沢二丁目,富士見市,上沢二丁目,253.0
医療法人社団　永寿会　三鷹中央病院,小平市上水新町一丁目,小平市,上水新町一丁目,91.0
医療法人社団　永寿会　三鷹中央病院,小平市小川町一丁目（第５）,小平市,小川町一丁目（第５）,48.0
医療法人社団　永寿会　三鷹中央病院,小田原市千代,小田原市,千代,183.0
医療法人社団　永寿会　三鷹中央病院,小田原市蓮正寺,小田原市,蓮正寺,173.0
医療法人社団　永寿会　三鷹中央病院,川口市上青木一丁目,川口市,上青木一丁目,46.0
医療法人社団　永寿会　三鷹中央病院,川口市領家五丁目,川口市,領家五丁目,13.0
医療法人社団　永寿会　三鷹中央病院,川崎市高津区千年（第２）,川崎市,高津区千年（第２）,46.0
医療法人社団　永寿会　三鷹中央病院,川崎市高津区梶ケ谷六丁目,川崎市,高津区梶ケ谷六丁目,156.0
医療法人社団　永寿会　三鷹中央病院,府中市分梅町二丁目,府中市,分梅町二丁目,32.0
医療法人社団　永寿会　三鷹中央病院,府中市小柳町二丁目,府中市,小柳町二丁目,41.0
医療法人社団　永寿会　三鷹中央病院,府中市小柳町五丁目,府中市,小柳町五丁目,60.0
医療法人社団　永寿会　三鷹中央病院,府中市小柳町四丁目,府中市,小柳町四丁目,99.0
医療法人社団　永寿会　三鷹中央病院,府中市押立町三丁目,府中市,押立町三丁目,49.0
医療法人社団　永寿会　三鷹中央病院,府中市日新町二丁目,府中市,日新町二丁目,99.0
医療法人社団　永寿会　三鷹中央病院,府中市是政二丁目,府中市,是政二丁目,183.0
医療法人社団　永寿会　三鷹中央病院,府中市是政六丁目,府中市,是政六丁目,53.0
医療法人社団　永寿会　三鷹中央病院,府中市清水が丘三丁目,府中市,清水が丘三丁目,33.0
医療法人社団　永寿会　三鷹中央病院,府中市清水が丘二丁目,府中市,清水が丘二丁目,64.0
医療法人社団　永寿会　三鷹中央病院,府中市白糸台五丁目,府中市,白糸台五丁目,45.0
医療法人社団　永寿会　三鷹中央病院,府中市白糸台四丁目,府中市,白糸台四丁目,36.0
医療法人社団　永寿会　三鷹中央病院,戸田市下戸田一丁目,戸田市,下戸田一丁目,40.0
医療法人社団　永寿会　三鷹中央病院,戸田市本町三丁目,戸田市,本町三丁目,66.0
医療法人社団　永寿会　三鷹中央病院,所沢市上新井三丁目,所沢市,上新井三丁目,111.0
医療法人社団　永寿会　三鷹中央病院,所沢市中富南四丁目,所沢市,中富南四丁目,44.0
医療法人社団　永寿会　三鷹中央病院,所沢市星の宮一丁目,所沢市,星の宮一丁目,119.0
医療法人社団　永寿会　三鷹中央病院,所沢市若狭四丁目,所沢市,若狭四丁目,117.0
医療法人社団　永寿会　三鷹中央病院,新宿区北新宿二丁目,新宿区,北新宿二丁目,124.0
医療法人社団　永寿会　三鷹中央病院,新座市東二丁目,新座市,東二丁目,38.0
医療法人社団　永寿会　三鷹中央病院,新座市栗原五丁目,新座市,栗原五丁目,98.0
医療法人社団　永寿会　三鷹中央病院,日野市大字日野,日野市,大字日野,39.0
医療法人社団　永寿会　三鷹中央病院,日野市旭が丘四丁目,日野市,旭が丘四丁目,135.0
医療法人社団　永寿会　三鷹中央病院,日野市東平山三丁目,日野市,東平山三丁目,86.0
医療法人社団　永寿会　三鷹中央病院,日野市豊田一丁目,日野市,豊田一丁目,42.0
医療法人社団　永寿会　三鷹中央病院,昭島市中神町二丁目,昭島市,中神町二丁目,84.0
医療法人社団　永寿会　三鷹中央病院,杉並区松ノ木三丁目,杉並区,松ノ木三丁目,153.0
医療法人社団　永寿会　三鷹中央病院,杉並区浜田山一丁目,杉並区,浜田山一丁目,123.0
医療法人社団　永寿会　三鷹中央病院,杉並区浜田山三丁目,杉並区,浜田山三丁目,54.0
医療法人社団　永寿会　三鷹中央病院,東大和市南街五丁目,東大和市,南街五丁目,54.0
医療法人社団　永寿会　三鷹中央病院,東大和市芋窪三丁目,東大和市,芋窪三丁目,44.0
医療法人社団　永寿会　三鷹中央病院,板橋区中台一丁目,板橋区,中台一丁目,62.0
医療法人社団　永寿会　三鷹中央病院,板橋区小豆沢四丁目,板橋区,小豆沢四丁目,53.0
医療法人社団　永寿会　三鷹中央病院,板橋区高島平九丁目,板橋区,高島平九丁目,45.0
医療法人社団　永寿会　三鷹中央病院,横浜市南区蒔田町,横浜市,南区蒔田町,55.0
医療法人社団　永寿会　三鷹中央病院,横浜市栄区公田町（第４）,横浜市,栄区公田町（第４）,49.0
医療法人社団　永寿会　三鷹中央病院,横浜市港北区日吉本町二丁目,横浜市,港北区日吉本町二丁目,72.0
医療法人社団　永寿会　三鷹中央病院,横浜市神奈川区羽沢町（第２）,横浜市,神奈川区羽沢町（第２）,34.0
医療法人社団　永寿会　三鷹中央病院,横浜市緑区いぶき野,横浜市,緑区いぶき野,56.0
医療法人社団　永寿会　三鷹中央病院,横浜市鶴見区市場上町,横浜市,鶴見区市場上町,72.0
医療法人社団　永寿会　三鷹中央病院,武蔵村山市大南二丁目,武蔵村,山市大南二丁目,49.0
医療法人社団　永寿会　三鷹中央病院,江戸川区東葛西六丁目,江戸川区,東葛西六丁目,71.0
医療法人社団　永寿会　三鷹中央病院,江戸川区船堀四丁目,江戸川区,船堀四丁目,129.0
医療法人社団　永寿会　三鷹中央病院,浦安市富士見二丁目,浦安市,富士見二丁目,45.0
医療法人社団　永寿会　三鷹中央病院,狛江市和泉本町四丁目,狛江市,和泉本町四丁目,88.0
医療法人社団　永寿会　三鷹中央病院,狛江市岩戸南一丁目,狛江市,岩戸南一丁目,56.0
医療法人社団　永寿会　三鷹中央病院,狛江市西野川四丁目,狛江市,西野川四丁目,154.0
医療法人社団　永寿会　三鷹中央病院,町田市能ケ谷六丁目,町田市,能ケ谷六丁目,152.0
医療法人社団　永寿会　三鷹中央病院,相模原市南区相模台四丁目,相模原市,南区相模台四丁目,28.0
医療法人社団　永寿会　三鷹中央病院,稲城市坂浜,稲城市,坂浜,59.0
医療法人社団　永寿会　三鷹中央病院,稲城市矢野口（第３）,稲城市,矢野口（第３）,40.0
医療法人社団　永寿会　三鷹中央病院,立川市幸町六丁目,立川市,幸町六丁目,156.0
医療法人社団　永寿会　三鷹中央病院,立川市幸町四丁目,立川市,幸町四丁目,45.0
医療法人社団　永寿会　三鷹中央病院,立川市若葉町一丁目,立川市,若葉町一丁目,193.0
医療法人社団　永寿会　三鷹中央病院,立川市若葉町四丁目,立川市,若葉町四丁目,73.0
医療法人社団　永寿会　三鷹中央病院,立川市西砂町五丁目,立川市,西砂町五丁目,103.0
医療法人社団　永寿会　三鷹中央病院,立川市高松町一丁目,立川市,高松町一丁目,44.0
医療法人社団　永寿会　三鷹中央病院,練馬区早宮一丁目,練馬区,早宮一丁目,73.0
医療法人社団　永寿会　三鷹中央病院,船橋市藤原七丁目,船橋市,藤原七丁目,60.0
医療法人社団　永寿会　三鷹中央病院,藤沢市羽鳥三丁目,藤沢市,羽鳥三丁目,56.0
医療法人社団　永寿会　三鷹中央病院,調布市仙川町一丁目,調布市,仙川町一丁目,40.0
医療法人社団　永寿会　三鷹中央病院,調布市国領町三丁目,調布市,国領町三丁目,59.0
医療法人社団　永寿会　三鷹中央病院,調布市多摩川五丁目,調布市,多摩川五丁目,44.0
医療法人社団　永寿会　三鷹中央病院,調布市布田六丁目,調布市,布田六丁目,126.0
医療法人社団　永寿会　三鷹中央病院,調布市東つつじケ丘二丁目,調布市,東つつじケ丘二丁目,70.0
医療法人社団　永寿会　三鷹中央病院,調布市染地二丁目,調布市,染地二丁目,54.0
医療法人社団　永寿会　三鷹中央病院,調布市緑ケ丘二丁目,調布市,緑ケ丘二丁目,116.0
医療法人社団　永寿会　三鷹中央病院,調布市若葉町二丁目,調布市,若葉町二丁目,51.0
医療法人社団　永寿会　三鷹中央病院,調布市西つつじケ丘四丁目,調布市,西つつじケ丘四丁目,66.0
医療法人社団　永寿会　三鷹中央病院,豊島区池袋二丁目,豊島区,池袋二丁目,97.0
医療法人社団　永寿会　三鷹中央病院,豊島区長崎二丁目,豊島区,長崎二丁目,42.0
医療法人社団　永寿会　三鷹中央病院,足利市百頭町,足利市,百頭町,106.0
医療法人社団　永寿会　三鷹中央病院,青梅市今井二丁目,青梅市,今井二丁目,45.0
医療法人社団　永寿会　三鷹中央病院,青梅市梅郷二丁目,青梅市,梅郷二丁目,119.0
医療法人社団　永寿会　三鷹中央病院,駿東郡長泉町下土狩（新屋町中）,駿東郡長泉町,下土狩（新屋町中）,29.0
医療法人財団　きよせ旭が丘記念病院,さいたま市桜区栄和五丁目,さいたま市,桜区栄和五丁目,83.0
医療法人財団　きよせ旭が丘記念病院,さいたま市浦和区上木崎一丁目,さいたま市,浦和区上木崎一丁目,118.0
医療法人財団　きよせ旭が丘記念病院,さいたま市緑区大字三室（第２）,さいたま市,緑区大字三室（第２）,66.0
医療法人財団　きよせ旭が丘記念病院,さいたま市西区大字指扇領別所,さいたま市,西区大字指扇領別所,87.0
医療法人財団　きよせ旭が丘記念病院,その他,,その他,0.0
医療法人財団　きよせ旭が丘記念病院,ふじみ野市霞ヶ丘一丁目,ふじみ野市,霞ヶ丘一丁目,44.0
医療法人財団　きよせ旭が丘記念病院,ふじみ野市鶴ケ岡一丁目,ふじみ野市,鶴ケ岡一丁目,146.0
医療法人財団　きよせ旭が丘記念病院,ふじみ野市鶴ケ岡三丁目,ふじみ野市,鶴ケ岡三丁目,73.0
医療法人財団　きよせ旭が丘記念病院,入間市大字仏子,入間市,大字仏子,128.0
医療法人財団　きよせ旭が丘記念病院,入間市大字野田,入間市,大字野田,65.0
医療法人財団　きよせ旭が丘記念病院,入間市大字黒須,入間市,大字黒須,19.0
医療法人財団　きよせ旭が丘記念病院,入間市東藤沢七丁目,入間市,東藤沢七丁目,75.0
医療法人財団　きよせ旭が丘記念病院,八王子市台町四丁目,八王子市,台町四丁目,30.0
医療法人財団　きよせ旭が丘記念病院,千葉市中央区生実町,千葉市,中央区生実町,35.0
医療法人財団　きよせ旭が丘記念病院,坂戸市緑町,坂戸市,緑町,670.0
医療法人財団　きよせ旭が丘記念病院,大津市秋葉台,大津市,秋葉台,50.0
医療法人財団　きよせ旭が丘記念病院,宮古島市平良字東仲宗根,宮古島市,平良字東仲宗根,22.0
医療法人財団　きよせ旭が丘記念病院,富士見市大字水子,富士見市,大字水子,140.0
医療法人財団　きよせ旭が丘記念病院,富士見市水谷東二丁目,富士見市,水谷東二丁目,78.0
医療法人財団　きよせ旭が丘記念病院,富士見市針ケ谷一丁目,富士見市,針ケ谷一丁目,38.0
医療法人財団　きよせ旭が丘記念病院,小平市上水新町一丁目,小平市,上水新町一丁目,42.0
医療法人財団　きよせ旭が丘記念病院,川崎市多摩区菅三丁目,川崎市,多摩区菅三丁目,51.0
医療法人財団　きよせ旭が丘記念病院,川越市大字古谷上,川越市,大字古谷上,101.0
医療法人財団　きよせ旭が丘記念病院,川越市大字砂新田（第１）,川越市,大字砂新田（第１）,40.0
医療法人財団　きよせ旭が丘記念病院,広島市西区草津南四丁目,広島市,西区草津南四丁目,24.0
医療法人財団　きよせ旭が丘記念病院,府中市八幡町一丁目,府中市,八幡町一丁目,40.0
医療法人財団　きよせ旭が丘記念病院,府中市日新町五丁目,府中市,日新町五丁目,41.0
医療法人財団　きよせ旭が丘記念病院,志木市中宗岡一丁目,志木市,中宗岡一丁目,86.0
医療法人財団　きよせ旭が丘記念病院,志木市中宗岡二丁目,志木市,中宗岡二丁目,44.0
医療法人財団　きよせ旭が丘記念病院,志木市幸町四丁目,志木市,幸町四丁目,104.0
医療法人財団　きよせ旭が丘記念病院,所沢市中富南一丁目,所沢市,中富南一丁目,47.0
医療法人財団　きよせ旭が丘記念病院,所沢市中富南四丁目,所沢市,中富南四丁目,44.0
医療法人財団　きよせ旭が丘記念病院,所沢市元町,所沢市,元町,778.0
医療法人財団　きよせ旭が丘記念病院,所沢市北原町,所沢市,北原町,55.0
医療法人財団　きよせ旭が丘記念病院,所沢市大字下安松,所沢市,大字下安松,127.0
医療法人財団　きよせ旭が丘記念病院,所沢市大字久米（第１）,所沢市,大字久米（第１）,41.0
医療法人財団　きよせ旭が丘記念病院,所沢市大字北秋津,所沢市,大字北秋津,42.0
医療法人財団　きよせ旭が丘記念病院,所沢市大字城,所沢市,大字城,38.0
医療法人財団　きよせ旭が丘記念病院,所沢市大字本郷,所沢市,大字本郷,387.0
医療法人財団　きよせ旭が丘記念病院,所沢市寿町,所沢市,寿町,34.0
医療法人財団　きよせ旭が丘記念病院,所沢市東所沢三丁目,所沢市,東所沢三丁目,472.0
医療法人財団　きよせ旭が丘記念病院,所沢市東所沢五丁目,所沢市,東所沢五丁目,59.0
医療法人財団　きよせ旭が丘記念病院,所沢市東所沢和田三丁目,所沢市,東所沢和田三丁目,32.0
医療法人財団　きよせ旭が丘記念病院,所沢市美原町五丁目,所沢市,美原町五丁目,44.0
医療法人財団　きよせ旭が丘記念病院,新座市あたご一丁目,新座市,あたご一丁目,93.0
医療法人財団　きよせ旭が丘記念病院,新座市あたご三丁目,新座市,あたご三丁目,613.0
医療法人財団　きよせ旭が丘記念病院,新座市あたご二丁目,新座市,あたご二丁目,58.0
医療法人財団　きよせ旭が丘記念病院,新座市大和田一丁目,新座市,大和田一丁目,75.0
医療法人財団　きよせ旭が丘記念病院,新座市新堀一丁目,新座市,新堀一丁目,220.0
医療法人財団　きよせ旭が丘記念病院,新座市新堀二丁目,新座市,新堀二丁目,67.0
医療法人財団　きよせ旭が丘記念病院,新座市新座一丁目,新座市,新座一丁目,50.0
医療法人財団　きよせ旭が丘記念病院,新座市栄四丁目,新座市,栄四丁目,41.0
医療法人財団　きよせ旭が丘記念病院,新座市畑中一丁目,新座市,畑中一丁目,118.0
医療法人財団　きよせ旭が丘記念病院,新座市石神一丁目,新座市,石神一丁目,35.0
医療法人財団　きよせ旭が丘記念病院,新座市石神二丁目,新座市,石神二丁目,42.0
医療法人財団　きよせ旭が丘記念病院,新座市菅沢二丁目,新座市,菅沢二丁目,113.0
医療法人財団　きよせ旭が丘記念病院,新座市西堀一丁目,新座市,西堀一丁目,177.0
医療法人財団　きよせ旭が丘記念病院,新座市西堀二丁目,新座市,西堀二丁目,130.0
医療法人財団　きよせ旭が丘記念病院,新座市野寺三丁目,新座市,野寺三丁目,34.0
医療法人財団　きよせ旭が丘記念病院,新座市野火止二丁目,新座市,野火止二丁目,189.0
医療法人財団　きよせ旭が丘記念病院,新座市野火止五丁目,新座市,野火止五丁目,50.0
医療法人財団　きよせ旭が丘記念病院,新座市野火止四丁目,新座市,野火止四丁目,106.0
医療法人財団　きよせ旭が丘記念病院,日野市豊田四丁目,日野市,豊田四丁目,35.0
医療法人財団　きよせ旭が丘記念病院,春日部市中央六丁目,春日部市,中央六丁目,17.0
医療法人財団　きよせ旭が丘記念病院,昭島市玉川町三丁目,昭島市,玉川町三丁目,50.0
医療法人財団　きよせ旭が丘記念病院,朝霞市三原五丁目,朝霞市,三原五丁目,31.0
医療法人財団　きよせ旭が丘記念病院,朝霞市岡一丁目,朝霞市,岡一丁目,50.0
医療法人財団　きよせ旭が丘記念病院,松戸市新松戸七丁目,松戸市,新松戸七丁目,45.0
医療法人財団　きよせ旭が丘記念病院,板橋区高島平三丁目,板橋区,高島平三丁目,65.0
医療法人財団　きよせ旭が丘記念病院,横浜市都筑区長坂,横浜市,都筑区長坂,120.0
医療法人財団　きよせ旭が丘記念病院,深谷市普済寺,深谷市,普済寺,77.0
医療法人財団　きよせ旭が丘記念病院,狭山市入間川（第２）,狭山市,入間川（第２）,109.0
医療法人財団　きよせ旭が丘記念病院,狭山市大字北入曽（第１）,狭山市,大字北入曽（第１）,35.0
医療法人財団　きよせ旭が丘記念病院,狭山市大字南入曽,狭山市,大字南入曽,71.0
医療法人財団　きよせ旭が丘記念病院,狭山市大字東三ツ木,狭山市,大字東三ツ木,42.0
医療法人財団　きよせ旭が丘記念病院,狭山市富士見一丁目,狭山市,富士見一丁目,364.0
医療法人財団　きよせ旭が丘記念病院,狭山市狭山台二丁目,狭山市,狭山台二丁目,27.0
医療法人財団　きよせ旭が丘記念病院,町田市玉川学園三丁目,町田市,玉川学園三丁目,61.0
医療法人財団　きよせ旭が丘記念病院,目黒区碑文谷五丁目,目黒区,碑文谷五丁目,78.0
医療法人財団　きよせ旭が丘記念病院,練馬区光が丘二丁目,練馬区,光が丘二丁目,40.0
医療法人財団　きよせ旭が丘記念病院,練馬区田柄三丁目,練馬区,田柄三丁目,65.0
医療法人財団　きよせ旭が丘記念病院,練馬区練馬四丁目,練馬区,練馬四丁目,46.0
医療法人財団　きよせ旭が丘記念病院,西村山郡河北町谷地,西村,山郡河北町谷地,38.0
医療法人財団　きよせ旭が丘記念病院,豊島区南長崎三丁目,豊島区,南長崎三丁目,313.0
医療法人財団　きよせ旭が丘記念病院,越谷市蒲生旭町,越谷市,蒲生旭町,230.0
医療法人財団　緑秀会　田無病院,その他,,その他,0.0
医療法人財団　緑秀会　田無病院,世田谷区八幡山二丁目,世田谷区,八幡山二丁目,67.0
医療法人財団　緑秀会　田無病院,中野区中野四丁目,中野区,中野四丁目,27.0
医療法人財団　緑秀会　田無病院,中野区江古田四丁目,中野区,江古田四丁目,247.0
医療法人財団　緑秀会　田無病院,中野区沼袋四丁目,中野区,沼袋四丁目,58.0
医療法人財団　緑秀会　田無病院,京都市下京区郁文高辻猪熊町,京都市,下京区郁文高辻猪熊町,22.0
医療法人財団　緑秀会　田無病院,伊勢崎市宮子町,伊勢崎市,宮子町,51.0
医療法人財団　緑秀会　田無病院,入間市大字下藤沢（第１）,入間市,大字下藤沢（第１）,93.0
医療法人財団　緑秀会　田無病院,八王子市北野台四丁目,八王子市,北野台四丁目,39.0
医療法人財団　緑秀会　田無病院,八王子市打越町（第１）,八王子市,打越町（第１）,34.0
医療法人財団　緑秀会　田無病院,八王子市犬目町,八王子市,犬目町,44.0
医療法人財団　緑秀会　田無病院,南相馬市鹿島区寺内字南町,南相馬市,鹿島区寺内字南町,35.0
医療法人財団　緑秀会　田無病院,国立市東三丁目,国立市,東三丁目,64.0
医療法人財団　緑秀会　田無病院,国立市谷保（第４）,国立市,谷保（第４）,224.0
医療法人財団　緑秀会　田無病院,富士見市上沢三丁目,富士見市,上沢三丁目,115.0
医療法人財団　緑秀会　田無病院,小平市小川町一丁目（第１）,小平市,小川町一丁目（第１）,190.0
医療法人財団　緑秀会　田無病院,小平市鈴木町一丁目（第１）,小平市,鈴木町一丁目（第１）,206.0
医療法人財団　緑秀会　田無病院,川口市芝高木一丁目,川口市,芝高木一丁目,37.0
医療法人財団　緑秀会　田無病院,川崎市多摩区生田八丁目,川崎市,多摩区生田八丁目,178.0
医療法人財団　緑秀会　田無病院,川崎市幸区小向西町四丁目,川崎市,幸区小向西町四丁目,75.0
医療法人財団　緑秀会　田無病院,川越市南大塚四丁目,川越市,南大塚四丁目,23.0
医療法人財団　緑秀会　田無病院,川越市大字砂,川越市,大字砂,40.0
医療法人財団　緑秀会　田無病院,所沢市くすのき台三丁目,所沢市,くすのき台三丁目,36.0
医療法人財団　緑秀会　田無病院,所沢市中富南三丁目,所沢市,中富南三丁目,142.0
医療法人財団　緑秀会　田無病院,所沢市南住吉,所沢市,南住吉,40.0
医療法人財団　緑秀会　田無病院,所沢市大字上安松（第１）,所沢市,大字上安松（第１）,42.0
医療法人財団　緑秀会　田無病院,所沢市大字下安松,所沢市,大字下安松,40.0
医療法人財団　緑秀会　田無病院,所沢市大字山口（第２）,所沢市,大字山口（第２）,42.0
医療法人財団　緑秀会　田無病院,所沢市大字牛沼,所沢市,大字牛沼,31.0
医療法人財団　緑秀会　田無病院,所沢市小手指台,所沢市,小手指台,48.0
医療法人財団　緑秀会　田無病院,所沢市小手指町一丁目,所沢市,小手指町一丁目,41.0
医療法人財団　緑秀会　田無病院,所沢市泉町,所沢市,泉町,32.0
医療法人財団　緑秀会　田無病院,所沢市若狭四丁目,所沢市,若狭四丁目,29.0
医療法人財団　緑秀会　田無病院,所沢市西所沢一丁目,所沢市,西所沢一丁目,39.0
医療法人財団　緑秀会　田無病院,文京区千石四丁目,文京区,千石四丁目,70.0
医療法人財団　緑秀会　田無病院,文京区本駒込二丁目,文京区,本駒込二丁目,63.0
医療法人財団　緑秀会　田無病院,文京区目白台二丁目,文京区,目白台二丁目,41.0
医療法人財団　緑秀会　田無病院,新座市北野三丁目,新座市,北野三丁目,46.0
医療法人財団　緑秀会　田無病院,新座市堀ノ内一丁目,新座市,堀ノ内一丁目,73.0
医療法人財団　緑秀会　田無病院,新座市新堀三丁目,新座市,新堀三丁目,51.0
医療法人財団　緑秀会　田無病院,新座市栗原一丁目,新座市,栗原一丁目,38.0
医療法人財団　緑秀会　田無病院,新座市栗原三丁目,新座市,栗原三丁目,551.0
医療法人財団　緑秀会　田無病院,新座市栗原五丁目,新座市,栗原五丁目,314.0
医療法人財団　緑秀会　田無病院,新座市栗原六丁目,新座市,栗原六丁目,745.0
医療法人財団　緑秀会　田無病院,新座市栗原四丁目,新座市,栗原四丁目,63.0
医療法人財団　緑秀会　田無病院,新座市池田三丁目,新座市,池田三丁目,169.0
医療法人財団　緑秀会　田無病院,新座市石神三丁目,新座市,石神三丁目,36.0
医療法人財団　緑秀会　田無病院,新座市石神五丁目,新座市,石神五丁目,80.0
医療法人財団　緑秀会　田無病院,新座市野寺五丁目,新座市,野寺五丁目,51.0
医療法人財団　緑秀会　田無病院,新座市野寺四丁目,新座市,野寺四丁目,133.0
医療法人財団　緑秀会　田無病院,新座市野火止一丁目,新座市,野火止一丁目,133.0
医療法人財団　緑秀会　田無病院,日野市新町一丁目,日野市,新町一丁目,46.0
医療法人財団　緑秀会　田無病院,日高市大字高萩,日高市,大字高萩,314.0
医療法人財団　緑秀会　田無病院,朝霞市根岸台四丁目,朝霞市,根岸台四丁目,97.0
医療法人財団　緑秀会　田無病院,杉並区大宮一丁目,杉並区,大宮一丁目,128.0
医療法人財団　緑秀会　田無病院,東大和市南街五丁目,東大和市,南街五丁目,51.0
医療法人財団　緑秀会　田無病院,東大和市南街六丁目,東大和市,南街六丁目,45.0
医療法人財団　緑秀会　田無病院,板橋区前野町一丁目,板橋区,前野町一丁目,40.0
医療法人財団　緑秀会　田無病院,板橋区志村一丁目,板橋区,志村一丁目,67.0
医療法人財団　緑秀会　田無病院,横浜市旭区南本宿町,横浜市,旭区南本宿町,237.0
医療法人財団　緑秀会　田無病院,横浜市緑区鴨居四丁目,横浜市,緑区鴨居四丁目,62.0
医療法人財団　緑秀会　田無病院,武蔵村山市残堀二丁目,武蔵村,山市残堀二丁目,35.0
医療法人財団　緑秀会　田無病院,江戸川区清新町一丁目,江戸川区,清新町一丁目,55.0
医療法人財団　緑秀会　田無病院,流山市加四丁目,流山市,加四丁目,60.0
医療法人財団　緑秀会　田無病院,流山市市野谷,流山市,市野谷,62.0
医療法人財団　緑秀会　田無病院,流山市美原三丁目,流山市,美原三丁目,59.0
医療法人財団　緑秀会　田無病院,浦添市字港川,浦添市,字港川,27.0
医療法人財団　緑秀会　田無病院,深谷市東方,深谷市,東方,39.0
医療法人財団　緑秀会　田無病院,渋谷区円山町,渋谷区,円山町,75.0
医療法人財団　緑秀会　田無病院,町田市原町田五丁目,町田市,原町田五丁目,123.0
医療法人財団　緑秀会　田無病院,目黒区五本木三丁目,目黒区,五本木三丁目,180.0
医療法人財団　緑秀会　田無病院,目黒区青葉台一丁目,目黒区,青葉台一丁目,272.0
医療法人財団　緑秀会　田無病院,相模原市南区相模大野五丁目,相模原市,南区相模大野五丁目,42.0
医療法人財団　緑秀会　田無病院,稲敷市西代,稲敷市,西代,26.0
医療法人財団　緑秀会　田無病院,立川市上砂町五丁目,立川市,上砂町五丁目,61.0
医療法人財団　緑秀会　田無病院,練馬区中村三丁目,練馬区,中村三丁目,41.0
医療法人財団　緑秀会　田無病院,練馬区高松一丁目,練馬区,高松一丁目,53.0
医療法人財団　緑秀会　田無病院,茂原市小林（第２）,茂原市,小林（第２）,78.0
医療法人財団　緑秀会　田無病院,藤沢市長後（第１）,藤沢市,長後（第１）,91.0
医療法人財団　緑秀会　田無病院,調布市国領町五丁目,調布市,国領町五丁目,74.0
