town,town_norm,CITY_NAME_from_master,S_NAME_from_master,LON,LAT,dist_km,total_87,杏林大学医学部付属病院,医療法人社団　Ｈｅａｒｔ　Ｓｔａｔｉｏｎ　こころ診療所吉祥寺駅前,順天堂大学医学部附属練馬病院,緑風荘病院,公立昭和病院,佐々総合病院,東久留米市休日診療所,小金井リハビリテーション病院,地方独立行政法人　東京都立病院機構　東京都立多摩北部医療センター,練馬区石神井休日急患診療所,医療法人社団　東京白報会　みたか在宅診療所,医療法人　徳洲会　武蔵野徳洲会病院,医療法人社団　新新会　多摩あおば病院,医療法人社団　東光会　西東京中央総合病院,医療法人財団　荻窪病院,城西病院,医療法人社団　薫風会　山田病院,吉祥寺こころの診療所,医療法人社団　東山会　調布東山病院,東村山市休日準夜応急診療所,河北総合病院 分院,社会医療法人社団　愛有会　久米川病院,医療法人社団　山本・前田記念会　前田病院,医療法人社団　杏順会　越川病院,医療法人社団　好仁会　滝山病院,東京都臨時医療施設（国立病院機構東京病院）,医療法人財団　アドベンチスト会　東京衛生アドベンチスト病院,公益財団法人　榊原記念財団　附属　榊原記念病院,医療法人社団　久保田産婦人科病院,社会福祉法人　聖ヨハネ会　桜町病院,医療法人社団　千秋会　田中脳神経外科病院,杉並区休日等夜間急病診療所,国立研究開発法人　国立精神・神経医療研究センター病院,医療法人財団　慈生会　野村病院,武蔵野赤十字病院,武蔵野陽和会病院,藤村病院,医療法人社団　欣助会　吉祥寺病院,医療法人社団　飯野病院,公益財団法人　結核予防会　複十字病院,天沼診療所,医療法人財団　緑秀会　田無病院,医療法人　泰一会　多摩北整形外科病院,公益財団法人　井之頭病院,医療法人社団　永寿会　三鷹中央病院,医療法人社団　はなぶさ会　島村記念病院,市毛診療所 東京都練馬区,医療法人社団　大日会　小金井太陽病院,東京衛生アドベンチスト病院附属めぐみクリニック,医療法人社団　大坪会　北多摩病院,杉並リハビリテーション病院,医療法人社団　武蔵野会　一橋病院,阿佐ヶ谷すずき診療所,富士見通り診療所,医療法人　啓仁会　森本病院,北多摩生協診療所,大泉生協病院,北多摩中央医療生活協同組合　みなみうら生協診療所,医療法人社団　桐光会　調布病院,医療法人社団　藤啓会　北町診療所
西東京市柳沢五丁目,西東京市柳沢五丁目,西東京市,柳沢五丁目,139.55048432562654,35.72418557817796,1.2239506714611912,7088.0,858.0,0.0,0.0,0.0,0.0,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市西原町四丁目,西東京市西原町四丁目,西東京市,西原町四丁目,139.52842618992833,35.73707472209915,1.2395632157409808,10461.0,0.0,0.0,0.0,0.0,0.0,2962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.0,0.0,0.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市保谷町三丁目,西東京市保谷町三丁目,西東京市,保谷町三丁目,139.55253574009996,35.73029169886114,1.2412221347846748,4284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0
西東京市向台町三丁目,西東京市向台町三丁目,西東京市,向台町三丁目,139.5367745550956,35.71871908739822,1.2423356664794876,17947.0,0.0,0.0,0.0,0.0,0.0,1397.0,0.0,0.0,0.0,0.0,0.0,10373.0,0.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市泉町一丁目,西東京市泉町一丁目,西東京市,泉町一丁目,139.5484851658315,35.737730036781436,1.2440468880340994,4416.0,0.0,0.0,0.0,0.0,0.0,1062.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市芝久保町一丁目,西東京市芝久保町一丁目,西東京市,芝久保町一丁目,139.52638010389225,35.72441110534336,1.269650490062668,15219.0,0.0,0.0,0.0,0.0,0.0,2509.0,0.0,0.0,0.0,0.0,0.0,3242.0,0.0,3342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市緑町三丁目,西東京市緑町三丁目,西東京市,緑町三丁目,139.54059717513078,35.74123173614532,1.284770068301131,5482.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市向台町五丁目,西東京市向台町五丁目,西東京市,向台町五丁目,139.52986587425022,35.720430122798845,1.3149207538912155,3074.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,1490.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市保谷町六丁目,西東京市保谷町六丁目,西東京市,保谷町六丁目,139.55251392725717,35.73443049834032,1.3419633308087735,9560.0,0.0,0.0,0.0,0.0,0.0,1651.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市谷戸町一丁目,西東京市谷戸町一丁目,西東京市,谷戸町一丁目,139.54498925645314,35.74133275373344,1.4018403925256226,12424.0,0.0,0.0,0.0,0.0,0.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市芝久保町四丁目,西東京市芝久保町四丁目,西東京市,芝久保町四丁目,139.52290008897262,35.7311494721405,1.4433820763200336,14105.0,0.0,0.0,0.0,0.0,0.0,5719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,0.0,0.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市柳沢一丁目,西東京市柳沢一丁目,西東京市,柳沢一丁目,139.55476892717496,35.72682452887052,1.4782176394420738,3447.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市芝久保町三丁目,西東京市芝久保町三丁目,西東京市,芝久保町三丁目,139.52241419345606,35.728668279099914,1.4841555088029033,13696.0,0.0,0.0,0.0,0.0,813.0,4507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市保谷町二丁目,西東京市保谷町二丁目,西東京市,保谷町二丁目,139.55561540087322,35.730616273763935,1.520764532158044,1479.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市柳沢二丁目,西東京市柳沢二丁目,西東京市,柳沢二丁目,139.55452572261385,35.723928789857105,1.5610859280548686,9571.0,0.0,0.0,0.0,0.0,0.0,1327.0,0.0,0.0,0.0,0.0,1324.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市柳沢四丁目,西東京市柳沢四丁目,西東京市,柳沢四丁目,139.55041111413334,35.71928786642266,1.5675356360182615,1386.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市泉町二丁目,西東京市泉町二丁目,西東京市,泉町二丁目,139.55109932260692,35.7398628435558,1.5785787098553907,6900.0,0.0,0.0,708.0,0.0,648.0,1324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市新町一丁目,西東京市新町一丁目,西東京市,新町一丁目,139.5464024737586,35.71691759419392,1.58537186232481,11245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,1422.0,0.0,0.0,0.0,0.0,1461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市南町一丁目,東久留米市南町一丁目,東久留米市,南町一丁目,139.52712420942177,35.74045099302988,1.5878228429200525,8505.0,0.0,0.0,0.0,0.0,700.0,0.0,1912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市向台町六丁目,西東京市向台町六丁目,西東京市,向台町六丁目,139.5256923397694,35.72014441324131,1.595510608277198,7871.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,0.0,0.0,0.0,2146.0,0.0,0.0,0.0,0.0,911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市保谷町一丁目,西東京市保谷町一丁目,西東京市,保谷町一丁目,139.555468189065,35.73478521124171,1.6045501552290458,3217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市新町三丁目,西東京市新町三丁目,西東京市,新町三丁目,139.5392480721674,35.715281649177385,1.6115410472295544,4079.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市ひばりが丘四丁目,西東京市ひばりが丘四丁目,西東京市,ひばりが丘四丁目,139.5306420499779,35.74290097508915,1.6352569607428755,4369.0,0.0,0.0,0.0,0.0,370.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市新町二丁目,西東京市新町二丁目,西東京市,新町二丁目,139.5426580247265,35.71537586842274,1.6380110788592728,2822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,383.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
東久留米市南町二丁目,東久留米市南町二丁目,東久留米市,南町二丁目,139.5226850233819,35.736691457323296,1.6456334417794152,131.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市柳沢三丁目,西東京市柳沢三丁目,西東京市,柳沢三丁目,139.5537295072806,35.72123778095061,1.648150638313612,7439.0,0.0,0.0,0.0,0.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市ひばりが丘三丁目,西東京市ひばりが丘三丁目,西東京市,ひばりが丘三丁目,139.53553057429517,35.7443723134433,1.6503023550058342,12934.0,0.0,0.0,0.0,0.0,0.0,1126.0,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市住吉町一丁目,西東京市住吉町一丁目,西東京市,住吉町一丁目,139.54867255263596,35.74232675859644,1.6563654088021156,4687.0,0.0,0.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市谷戸町二丁目,西東京市谷戸町二丁目,西東京市,谷戸町二丁目,139.5408212924988,35.74470880989951,1.6711104203626923,23562.0,0.0,0.0,1303.0,0.0,0.0,2150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
西東京市東伏見一丁目,西東京市東伏見一丁目,西東京市,東伏見一丁目,139.55783187588383,35.72778136537712,1.7321248066933974,710.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0
