CITY_NAME,S_NAME,dominant,max_count,sel_dominant,sel_max_count,match_type2
桜井市,朝倉台東一丁目,医療法人飯岡会　のぞみ診療所,651,医療法人飯岡会　のぞみ診療所,651,exact
桜井市,朝倉台東二丁目,医療法人飯岡会　のぞみ診療所,935,医療法人飯岡会　のぞみ診療所,935,exact
桜井市,朝倉台東三丁目,宇陀市立病院,43,宇陀市立病院,43,exact
桜井市,朝倉台東四丁目,医療法人飯岡会　のぞみ診療所,669,医療法人飯岡会　のぞみ診療所,669,exact
桜井市,朝倉台東五丁目,医療法人飯岡会　のぞみ診療所,817,医療法人飯岡会　のぞみ診療所,817,exact
桜井市,朝倉台東六丁目,いいおか医院,315,社会医療法人高清会　高井病院,215,exact
桜井市,朝倉台東七丁目,医療法人飯岡会　のぞみ診療所,492,医療法人飯岡会　のぞみ診療所,492,exact
桜井市,大字萱森,宇陀市立病院,211,宇陀市立病院,211,exact
桜井市,大字白木,公益財団法人　天理よろづ相談所病院,185,くらもと胃腸科医院,53,exact
桜井市,大字芹井,医療法人飯岡会　のぞみ診療所,114,医療法人飯岡会　のぞみ診療所,114,exact
桜井市,大字滝倉,医療法人飯岡会　のぞみ診療所,417,医療法人飯岡会　のぞみ診療所,417,exact
桜井市,大字三谷,いいおか医院,112,医療法人飯岡会　のぞみ診療所,75,exact
桜井市,大字笠,辻医院,1490,医療法人飯岡会　のぞみ診療所,292,exact
桜井市,大字小夫,医療法人飯岡会　のぞみ診療所,327,医療法人飯岡会　のぞみ診療所,327,exact
桜井市,大字小夫嵩方,北村医院,56,,0,exact
桜井市,大字初瀬,北村医院,6776,医療法人飯岡会　のぞみ診療所,6170,exact
桜井市,大字白河,あさくらクリニック,352,,0,exact
桜井市,大字出雲,医療法人飯岡会　のぞみ診療所,1317,医療法人飯岡会　のぞみ診療所,1317,exact
桜井市,大字吉隠,医療法人飯岡会　のぞみ診療所,221,医療法人飯岡会　のぞみ診療所,221,exact
桜井市,大字芝,いいおか医院,9196,医療法人飯岡会　のぞみ診療所,736,exact
桜井市,大字茅原,いいおか医院,1643,医療法人飯岡会　のぞみ診療所,361,exact
桜井市,大字箸中,辻医院,3689,社会医療法人高清会　高井病院,695,exact
桜井市,大字穴師,辻医院,2136,くらもと胃腸科医院,363,exact
桜井市,大字巻野内,辻医院,5865,くらもと胃腸科医院,392,exact
桜井市,大字草川,医療法人社団岡田会山の辺病院,2025,社会医療法人高清会　高井病院,167,exact
桜井市,大字太田,辻医院,1887,くらもと胃腸科医院,123,exact
桜井市,大字大豆越,医療法人社団岡田会山の辺病院,1296,くらもと胃腸科医院,290,exact
桜井市,大字東田,いいおか医院,303,くらもと胃腸科医院,134,exact
桜井市,大字豊前,いいおか医院,548,医療法人飯岡会　のぞみ診療所,76,exact
桜井市,大字豊田,いいおか医院,2505,くらもと胃腸科医院,98,exact
宇陀市,菟田野古市場,医療法人拓誠会辻村病院,1916,宇陀市立病院,1602,exact
宇陀市,菟田野岩崎,医療法人飯岡会　のぞみ診療所,1016,医療法人飯岡会　のぞみ診療所,1016,exact
宇陀市,菟田野別所,宇陀市立病院,332,宇陀市立病院,332,exact
宇陀市,菟田野平井,医療法人飯岡会　のぞみ診療所,304,医療法人飯岡会　のぞみ診療所,304,exact
宇陀市,菟田野見田,医療法人拓誠会辻村病院,447,医療法人飯岡会　のぞみ診療所,170,exact
宇陀市,菟田野大沢,グランソール奈良,178,医療法人飯岡会　のぞみ診療所,36,exact
宇陀市,菟田野松井,医療法人拓誠会辻村病院,1110,宇陀市立病院,273,exact
宇陀市,菟田野稲戸,宇陀市立病院,248,宇陀市立病院,248,exact
宇陀市,菟田野駒帰,医療法人飯岡会　のぞみ診療所,320,医療法人飯岡会　のぞみ診療所,320,exact
宇陀市,菟田野宇賀志,医療法人拓誠会辻村病院,1061,医療法人飯岡会　のぞみ診療所,952,exact
宇陀市,菟田野東郷,医療法人拓誠会辻村病院,301,宇陀市立病院,209,exact
宇陀市,菟田野入谷,八木医院,141,医療法人飯岡会　のぞみ診療所,46,exact
宇陀市,榛原戒場,医療法人豊生会　加藤クリニック,194,宇陀市立病院,25,exact
宇陀市,榛原山辺三,医療法人吉生会吉井整形外科医院,551,宇陀市立病院,404,exact
宇陀市,榛原額井,鳥見眼科,174,医療法人飯岡会　のぞみ診療所,60,exact
宇陀市,榛原赤瀬,宇陀市立病院,316,宇陀市立病院,316,exact
宇陀市,榛原長峯,熊田内科クリニック,292,,0,exact
宇陀市,榛原萩乃里,宇陀市立病院,1611,宇陀市立病院,1611,exact
宇陀市,榛原下井足,宇陀市立病院,831,宇陀市立病院,831,exact
宇陀市,榛原雨師,医療法人拓誠会辻村病院,73,医療法人飯岡会　のぞみ診療所,28,exact
宇陀市,榛原安田,宇陀市立病院,308,宇陀市立病院,308,exact
宇陀市,榛原笠間,医療法人飯岡会　のぞみ診療所,1477,医療法人飯岡会　のぞみ診療所,1477,exact
宇陀市,榛原上井足,宇陀市立病院,341,宇陀市立病院,341,exact
宇陀市,榛原足立,宇陀市立病院,187,宇陀市立病院,187,exact
宇陀市,榛原池上,医療法人智光会　城井内科医院,41,,0,exact
宇陀市,榛原高塚,医療法人豊生会　加藤クリニック,236,宇陀市立病院,45,exact
宇陀市,榛原福西,医療法人吉生会吉井整形外科医院,244,,0,exact
宇陀市,榛原栗谷,宇陀市立病院,619,宇陀市立病院,619,exact
宇陀市,榛原比布,宇陀市立病院,325,宇陀市立病院,325,exact
宇陀市,榛原石田,宇陀市立病院,503,宇陀市立病院,503,exact
宇陀市,榛原山路,医療法人飯岡会　のぞみ診療所,100,医療法人飯岡会　のぞみ診療所,100,exact
宇陀市,榛原大貝,宇陀市立病院,59,宇陀市立病院,59,exact
宇陀市,榛原澤,医療法人飯岡会　のぞみ診療所,206,医療法人飯岡会　のぞみ診療所,206,exact
宇陀市,榛原三宮寺,医療法人拓誠会辻村病院,119,医療法人飯岡会　のぞみ診療所,117,exact
宇陀市,榛原母里,宇陀市立病院,188,宇陀市立病院,188,exact
宇陀市,榛原内牧,宇陀市立病院,529,宇陀市立病院,529,exact
宇陀市,榛原八滝,宇陀市立病院,82,宇陀市立病院,82,exact
宇陀市,榛原高井,医療法人谷口内科医院,314,宇陀市立病院,152,exact
宇陀市,榛原自明,宇陀市立病院,263,宇陀市立病院,263,exact
宇陀市,榛原角柄,あさくらクリニック,89,医療法人飯岡会　のぞみ診療所,44,exact
宇陀市,榛原柳,あさくらクリニック,57,医療法人飯岡会　のぞみ診療所,37,exact
宇陀市,榛原天満台西一丁目,医療法人吉生会吉井整形外科医院,999,宇陀市立病院,950,exact
宇陀市,榛原天満台西二丁目,宇陀市立病院,656,宇陀市立病院,656,exact
宇陀市,榛原天満台西三丁目,宇陀市立病院,1174,宇陀市立病院,1174,exact
宇陀市,榛原天満台西四丁目,医療法人吉生会吉井整形外科医院,1378,宇陀市立病院,990,exact
宇陀市,榛原天満台東一丁目,熊田内科クリニック,1337,宇陀市立病院,452,exact
宇陀市,榛原天満台東二丁目,宇陀市立病院,838,宇陀市立病院,838,exact
宇陀市,榛原天満台東三丁目,宇陀市立病院,1234,宇陀市立病院,1234,exact
宇陀市,榛原天満台東四丁目,医療法人吉生会吉井整形外科医院,551,宇陀市立病院,443,exact
宇陀市,榛原あかね台一丁目,宇陀市立病院,873,宇陀市立病院,873,exact
宇陀市,榛原あかね台二丁目,医療法人谷口内科医院,1395,宇陀市立病院,910,exact
宇陀市,榛原ひのき坂一丁目,宇陀市立病院,1073,宇陀市立病院,1073,exact
宇陀市,榛原ひのき坂二丁目,鳥見眼科,1132,宇陀市立病院,688,exact
宇陀市,榛原ひのき坂三丁目,宇陀市立病院,1151,宇陀市立病院,1151,exact
宇陀市,榛原桜が丘,鳥見眼科,897,宇陀市立病院,700,exact
宇陀市,榛原高萩台,医療法人飯岡会　のぞみ診療所,1360,医療法人飯岡会　のぞみ診療所,1360,exact
宇陀市,榛原榛見が丘一丁目,宇陀市立病院,734,宇陀市立病院,734,exact
宇陀市,榛原榛見が丘二丁目,医療法人飯岡会　のぞみ診療所,582,医療法人飯岡会　のぞみ診療所,582,exact
宇陀市,室生砥取,医療法人豊生会　加藤クリニック,39,,0,exact
宇陀市,室生瀧谷,宇陀市立病院,242,宇陀市立病院,242,exact
宇陀市,室生多田,くらもと胃腸科医院,142,くらもと胃腸科医院,142,exact
宇陀市,室生染田,宇陀市国民健康保険直営東里診療所,793,宇陀市立病院,521,exact
宇陀市,室生小原,宇陀市立病院,166,宇陀市立病院,166,exact
宇陀市,室生下笠間,宇陀市立病院,242,宇陀市立病院,242,exact
宇陀市,室生深野,北村医院,124,宇陀市立病院,119,exact
